Date,Fiscal Quarter,IQ_NI_CF,IQ_TOTAL_REV,IQ_AR,IQ_GP ,IQ_TOTAL_CA,IQ_TOTAL_ASSETS,IQ_AP,IQ_LT_DEBT,IQ_ST_DEBT,IQ_ST_DEBT_REPAID,IQ_LT_DEBT_REPAID,IQ_TOTAL_CL,IQ_TOTAL_LIAB,IQ_TOTAL_DEBT,IQ_NET_CHANGE,IQ_PERIODDATE_BS,IQ_FULL_TIME,IQ_TOTAL_EQUITY,IQ_CASH_EQUIV,IQ_CASH_OPER,IQ_TOTAL_DIV_PAID_CF,IQ_CASH_FINAN,IQ_CAPITAL_LEASES,IQ_INVEST_SECURITY_CF,IQ_NI,CQID 
2019-03-31,FQ12019,249.68099999999998,2439.7670000000003,355.301,1052.05,1333.122,28720.049,497.18,7475.554,1112.03,-4711.208,-1146.674,8105.943,16901.334,11124.903,-39.655,43555,0,11818.715,248.197,1078.454,-146.817,-667.681,802.498,0.0,249.68099999999998,IQ325643
2019-06-30,FQ22019,472.83,2806.631,317.27,1283.627,1282.9669999999999,29808.962000000003,531.788,8778.104,1046.587,0.0,0.0,7586.14,17713.789,11715.878,-13.196,43646,0,12095.173,235.00099999999998,1117.073,-146.38,318.784,852.437,-3.0460000000000003,472.83,IQ325643
2019-09-30,FQ32019,883.24,3186.85,329.9,1581.112,1203.9569999999999,29825.461,538.9490000000001,8700.541,922.201,0.0,0.0,7113.534000000001,17285.16,11483.105,41.729,43738,0,12540.301000000001,276.73,911.541,-146.346,-366.01199999999994,824.245,-3.843,883.24,IQ325643
2019-12-31,FQ42019,273.13599999999997,2517.413,279.888,1066.888,1162.628,30320.284,563.706,8281.581,1434.18,0.0,0.0,7952.896,17586.457,11797.661,-32.992,43830,85300,12733.827,243.738,609.298,-163.131,44.538000000000004,798.3380000000001,-18.68,273.13599999999997,IQ325643
2020-03-31,FQ12020,-1444.479,2032.75,193.553,569.2769999999999,4594.201,33445.053,1414.394,12198.068000000001,343.55699999999996,-7494.025,-921.867,8982.37,22635.853,16825.046000000002,3647.073,43921,0,10809.2,3890.8109999999997,198.71,-163.563,4790.212,772.545,-2.0,-1444.479,IQ325643
2020-06-30,FQ22020,-1639.2920000000001,175.605,178.59799999999998,-479.2,4684.44,33306.543,661.427,17661.925,368.952,0.0,0.0,4736.907999999999,23757.769,19603.552,255.88,44012,0,9548.774,4146.691,-2247.533,-162.858,2753.994,763.578,-85.943,-1639.2920000000001,IQ325643
2020-09-30,FQ32020,-1346.756,-33.688,139.442,-335.11800000000005,3531.795,31828.81,421.023,17593.468,386.68300000000005,0.0,0.0,4625.465,23500.216,19681.014,-1129.903,44104,0,8328.594000000001,3016.788,-857.432,0.0,-74.444,728.585,0.0,-1346.756,IQ325643
2020-12-31,FQ42020,-1366.935,34.138000000000005,254.648,-235.30599999999998,4311.747,32465.187,353.42199999999997,17941.1,409.319,0.0,0.0,4537.121,23704.517999999996,20140.249,667.686,44196,84900,8760.669,3684.474,-825.398,0.0,1880.026,725.385,-12.665999999999999,-1366.935,IQ325643
2010-12-31,FQ42010,31.377,117.391,45.56100000000001,107.681,109.934,254.112,5.0,0.0,0.0,0.0,0.0,48.816,78.238,0.0,-269.147,40543,581,175.87400000000002,53.788999999999994,50.108999999999995,-9.229,-309.751,0.0,0.0,31.377,IQ32624297
2011-03-31,FQ12011,32.871,124.042,55.563,112.896,179.015,320.82,1.306,0.0,0.0,0.0,0.0,85.536,117.85600000000001,0.0,61.9,40633,0,202.96400000000003,115.689,78.22399999999999,-9.228,-9.228,0.0,0.0,32.871,IQ32624297
2011-06-30,FQ22011,33.400999999999996,120.29,53.052,109.917,177.55,319.422,2.074,0.0,0.0,0.0,0.0,60.92100000000001,92.12799999999999,0.0,-9.144,40724,0,227.294,106.545,14.34,-9.228,-12.302999999999999,0.0,0.0,33.400999999999996,IQ32624297
2011-09-30,FQ32011,41.327,143.60399999999998,53.012,129.648,207.31900000000002,344.64300000000003,1.228,0.0,0.0,0.0,0.0,65.146,98.94200000000001,0.0,40.675,40816,0,245.701,147.22,71.733,-11.02,-25.906999999999996,0.0,0.0,41.327,IQ32624297
2011-12-31,FQ42011,31.807,120.209,42.773,107.86200000000001,189.68200000000002,327.86800000000005,1.8769999999999998,0.0,0.0,0.0,0.0,52.287,91.598,0.0,-12.284,40908,596,236.27,134.936,38.832,-10.895999999999999,-44.263000000000005,0.0,-1.25,31.807,IQ32624297
2012-03-31,FQ12012,33.417,121.39200000000001,57.858999999999995,110.20100000000001,214.87400000000002,353.441,2.615,0.0,0.0,0.0,0.0,82.639,122.23899999999999,0.0,13.693,40999,0,231.202,148.629,63.343,-10.745,-41.387,0.0,-0.39399999999999996,33.417,IQ32624297
2012-06-30,FQ22012,38.496,132.549,55.956,120.54799999999999,201.947,343.806,3.665,0.0,0.0,0.0,0.0,63.908,103.899,0.0,-21.491999999999997,41090,0,239.907,127.137,23.391,-10.603,-32.832,0.0,-0.428,38.496,IQ32624297
2012-09-30,FQ32012,45.758,128.319,53.835,117.015,238.44799999999998,377.526,2.084,0.0,0.0,0.0,0.0,56.089,102.005,0.0,33.144,41182,0,275.52099999999996,160.281,54.13399999999999,-13.241,-13.241,0.0,-0.41200000000000003,45.758,IQ32624297
2012-12-31,FQ42012,39.724000000000004,130.077,50.882,118.43799999999999,202.90900000000002,338.858,0.735,0.0,0.0,0.0,0.0,52.15,99.736,0.0,-24.684,41274,605,239.122,135.597,59.667,-13.239,-79.437,0.0,-1.6769999999999998,39.724000000000004,IQ32624297
2013-03-31,FQ12013,42.373000000000005,142.705,57.387,129.536,275.42400000000004,409.625,3.12,0.0,0.0,0.0,0.0,85.75200000000001,134.899,0.0,74.889,41364,0,274.726,210.486,95.29700000000001,-13.297,-13.3,0.0,-0.6759999999999999,42.373000000000005,IQ32624297
2013-06-30,FQ22013,46.16,150.77200000000002,64.671,136.254,296.676,429.86199999999997,3.7089999999999996,0.0,0.0,0.0,0.0,70.271,119.956,0.0,-2.72,41455,0,309.906,207.766,21.563000000000002,-13.307,-17.207,0.0,-0.444,46.161,IQ32624297
2013-09-30,FQ32013,41.356,136.743,58.843,122.899,308.92900000000003,441.15,1.911,0.0,0.0,0.0,0.0,65.39699999999999,115.751,0.0,18.612000000000002,41547,0,325.399,226.378,55.504,-15.945,-29.799,0.0,-0.39799999999999996,41.356,IQ32624297
2013-12-31,FQ42013,46.11,141.83,58.757,126.785,308.861,441.589,4.218999999999999,0.0,0.0,0.0,0.0,107.458,157.072,0.0,-5.037,41639,650,284.517,221.34099999999998,52.016000000000005,-15.82,-47.133,0.0,-1.014,46.11,IQ32624297
2014-03-31,FQ12014,49.023999999999994,157.885,68.032,141.983,276.022,412.844,2.8160000000000003,0.0,0.0,0.0,0.0,74.457,126.164,0.0,-22.276,41729,0,286.68,199.065,88.316,-15.727,-97.92,0.0,-0.5,49.023999999999994,IQ32624297
2014-06-30,FQ22014,42.981,143.942,64.45100000000001,129.235,243.935,385.781,4.144,0.0,0.0,0.0,0.0,69.029,121.89,0.0,-53.95399999999999,41820,0,263.89099999999996,145.111,32.92,-15.58,-70.25,0.0,-0.473,42.981,IQ32624297
2014-09-30,FQ32014,48.367,148.91,65.671,132.675,222.726,367.086,1.899,0.0,0.0,0.0,0.0,68.283,121.962,0.0,-18.592,41912,0,245.12400000000002,126.51899999999999,62.83,-17.914,-69.248,0.0,-0.526,48.36600000000001,IQ32624297
2014-12-31,FQ42014,49.342,166.488,69.083,147.222,244.107,383.901,2.779,0.0,0.0,0.0,0.0,73.665,133.834,0.0,21.408,42004,520,250.067,147.92700000000002,78.59100000000001,-17.778,-46.515,0.0,-0.488,49.342,IQ32624297
2015-03-31,FQ12015,42.25899999999999,142.839,60.775,128.689,209.385,375.79699999999997,2.8,0.0,0.0,0.0,0.0,70.712,132.062,0.0,-10.369000000000002,42094,0,243.735,137.558,78.455,-17.725,-51.065,0.0,-30.469,42.25899999999999,IQ32624297
2015-06-30,FQ22015,44.846000000000004,148.725,71.033,131.97,194.61900000000003,362.10900000000004,4.883,0.0,0.0,0.0,0.0,72.464,135.092,0.0,-47.924,42185,0,227.017,89.634,27.37,-17.563,-64.72800000000001,0.0,-0.466,44.845,IQ32624297
2015-09-30,FQ32015,67.516,187.035,72.618,165.195,222.7,397.41900000000004,1.943,0.0,0.0,0.0,0.0,78.663,137.602,0.0,32.044000000000004,42277,0,259.817,121.678,88.31200000000001,-19.125,-41.956,0.0,0.016,67.516,IQ32624297
2015-12-31,FQ42015,50.402,155.946,68.217,138.116,204.118,384.788,1.7619999999999998,0.0,0.0,0.0,0.0,73.997,125.14299999999999,0.0,-19.425,42369,564,259.645,102.25299999999999,51.141000000000005,-19.018,-53.782,0.0,-4.467,50.402,IQ32624297
2016-03-31,FQ12016,49.4,170.5,64.189,143.1,184.69099999999997,394.83,4.178,0.0,0.0,0.0,0.0,83.354,134.303,0.0,5.2,42460,0,260.527,107.48200000000001,97.4,-18.9,-64.3,0.0,-4.7,49.4,IQ32624297
2016-06-30,FQ22016,51.2,173.1,78.181,144.1,173.872,406.644,1.939,0.0,0.0,0.0,0.0,76.632,128.281,0.0,-55.3,42551,0,278.363,52.193000000000005,17.5,-18.8,-36.8,0.0,-19.5,51.2,IQ32624297
2016-09-30,FQ32016,40.8,168.7,68.28399999999999,136.2,206.583,441.342,3.0869999999999997,0.0,0.0,0.0,0.0,81.122,139.17700000000002,0.0,20.6,42643,0,302.165,72.759,59.2,-20.4,-25.2,0.0,-0.4,40.8,IQ32624297
2016-12-31,FQ42016,45.4,190.8,76.7,143.0,235.1,476.7,6.5,0.0,0.0,0.0,0.0,89.9,146.2,0.0,24.5,42735,553,330.5,97.3,55.5,-20.4,-23.9,0.0,0.9,45.4,IQ32624297
2017-03-31,FQ12017,15.5,356.2,233.3,193.4,455.7,5345.1,51.4,1486.7,0.0,0.0,-150.0,260.9,2587.1,1486.7,56.0,42825,0,2758.0,153.3,-17.7,-28.3,1457.7,0.0,24.7,15.5,IQ32624297
2017-06-30,FQ22017,68.3,640.8,231.3,266.9,519.7,5395.6,54.9,1411.3,0.0,0.0,0.0,376.3,2566.3,1411.3,-4.7,42916,0,2829.3,148.6,189.8,-28.4,-111.2,0.0,-68.9,68.3,IQ32624297
2017-09-30,FQ32017,60.5,611.4,195.8,269.7,374.3,5228.1,38.9,1312.4,0.0,0.0,0.0,238.0,2340.8,1312.4,-23.8,43008,0,2887.3,124.8,6.8,-30.7,-132.2,0.0,106.1,60.5,IQ32624297
2017-12-31,FQ42017,257.4,620.7,217.3,265.6,434.7,5265.7,43.2,1237.9,0.0,0.0,0.0,334.0,2145.7,1237.9,18.7,43100,889,3120.0,143.5,195.5,-30.7,-114.6,0.0,-46.8,257.4,IQ32624297
2018-03-31,FQ12018,118.4,777.7,268.4,328.5,512.3,5328.2,48.7,1213.4,0.0,0.0,-325.0,384.3,2143.6,1213.4,22.8,43190,0,3184.6,166.3,163.5,-30.6,-114.2,0.0,-18.1,118.4,IQ32624297
2018-06-30,FQ22018,83.3,667.5,252.2,283.5,584.0,5316.9,11.1,914.6,0.0,0.0,0.0,679.9,2157.9,1214.1,-26.3,43281,0,3159.0,140.0,185.8,-30.4,-135.6,0.0,-66.7,83.3,IQ32624297
2018-09-30,FQ32018,86.0,575.9,221.9,270.5,435.5,5119.5,6.3,915.1,0.0,0.0,0.0,478.9,1958.2,1214.7,-3.2,43373,0,3161.3,136.8,-41.2,-34.6,-82.5,0.0,130.5,86.0,IQ32624297
2018-12-31,FQ42018,138.8,747.7,287.3,334.4,683.7,5321.0,12.8,915.6,0.0,0.0,0.0,595.9,2070.6,1215.4,138.3,43465,842,3250.4,275.1,226.6,-34.7,-39.3,0.0,-35.0,138.8,IQ32624297
2019-03-31,FQ12019,95.4,601.5,251.0,279.4,683.2,5330.4,4.3,916.1,0.0,0.0,0.0,511.4,2035.6,1275.0,71.1,43555,0,3294.8,346.2,118.0,-34.8,-71.7,50.1,27.8,94.3,IQ32624297
2019-06-30,FQ22019,87.2,620.6,245.9,283.2,577.4,5159.3,9.0,916.6,0.0,0.0,0.0,285.8,1826.5,973.2,-184.9,43646,0,3332.8,161.3,199.6,-34.8,-334.8,46.9,-32.1,88.3,IQ32624297
2019-09-30,FQ32019,106.0,675.4,235.5,294.0,489.5,5019.3,10.3,867.1,0.0,0.0,0.0,199.0,1690.6,923.3,-11.3,43738,0,3328.7,150.0,77.5,-40.4,-142.5,47.4,62.5,106.0,IQ32624297
2019-12-31,FQ42019,86.3,598.6,234.7,280.3,607.6,5113.9,21.0,867.6,0.0,0.0,0.0,281.6,1758.3,923.0,79.3,43830,823,3355.6,229.3,237.7,-40.0,-113.9,46.7,-39.0,86.3,IQ32624297
2020-03-31,FQ12020,157.4,921.5,396.5,358.3,632.1,5237.5,9.2,868.1,0.0,0.0,0.0,358.1,1927.4,1006.0,-64.1,43921,0,3310.1,165.2,163.3,-40.0,-175.7,128.3,21.2,157.4,IQ32624297
2020-06-30,FQ22020,113.6,868.7,376.8,296.9,781.2,5366.3,12.2,868.6,0.0,0.0,0.0,496.5,2080.0,1016.6,44.9,44012,0,3286.3,210.1,325.0,-39.5,-139.2,137.3,-129.0,113.6,IQ32624297
2020-09-30,FQ32020,109.9,792.7,283.3,292.0,1382.3,6076.8,15.9,869.1,0.0,0.0,0.0,1128.3,2732.3,1086.7,774.5,44104,0,3344.5,212.7,701.1,-45.8,-17.7,135.6,143.7,109.9,IQ32624297
2020-12-31,FQ42020,87.3,844.2,337.3,307.1,1566.8,6516.5,28.5,1135.2,0.0,0.0,0.0,1313.3,3167.6,1348.5,72.9,44196,1010,3348.9,245.4,269.4,-45.3,130.9,132.1,-68.0,87.3,IQ32624297
2010-12-31,FQ42010,0.0,0.0,339.723,0.0,954.807,1857.352,85.881,0.0,0.0,0.0,0.0,249.951,334.80400000000003,0.0,0.0,40543,3215,1522.5479999999998,193.137,0.0,0.0,0.0,0.0,0.0,0.0,IQ327408
2011-03-31,FQ12011,51.315,375.969,321.769,196.512,1022.44,1933.9589999999998,85.352,0.0,0.0,0.0,0.0,238.49599999999998,331.24300000000005,0.0,57.092,40633,0,1602.7160000000001,250.229,62.386,-9.571,-7.745,0.0,0.0,51.315,IQ327408
2011-06-30,FQ22011,29.309,391.555,328.04699999999997,209.011,1020.084,1930.615,88.075,0.0,0.0,0.0,0.0,225.144,312.485,0.0,-14.607000000000001,40724,0,1618.13,235.622,19.405,-9.597000000000001,-18.644000000000002,0.0,0.0,29.309,IQ327408
2011-09-30,FQ32011,64.719,371.327,320.411,202.797,1180.906,2102.298,82.234,247.747,0.0,0.0,0.0,218.365,554.571,247.747,138.877,40816,0,1547.727,374.499,45.903999999999996,-9.517999999999999,140.263,0.0,0.0,64.719,IQ327408
2011-12-31,FQ42011,76.131,405.212,329.58099999999996,224.78400000000002,1236.08,2149.114,84.19,247.861,0.0,0.0,0.0,235.74099999999999,570.085,247.861,66.347,40908,3084,1579.029,440.846,116.196,-9.351,-38.429,0.0,1.9909999999999999,76.131,IQ327408
2012-03-31,FQ12012,48.138999999999996,348.452,298.798,182.727,1243.3239999999998,2166.2129999999997,77.02600000000001,247.976,0.0,0.0,0.0,207.62599999999998,551.306,247.976,7.32,40999,0,1614.9070000000002,448.166,48.995,-10.784,-35.003,0.0,0.0,48.138999999999996,IQ327408
2012-06-30,FQ22012,41.093,338.291,268.55,170.02900000000002,1200.9289999999999,2114.806,79.611,248.09,0.0,0.0,0.0,208.42700000000002,550.031,248.09,-18.395,41090,0,1564.775,429.77099999999996,77.236,-10.700999999999999,-70.615,0.0,-3.0,41.093,IQ327408
2012-09-30,FQ32012,55.905,332.23,283.66900000000004,173.35299999999998,1226.182,2146.014,77.693,248.205,0.0,0.0,0.0,201.33700000000002,543.591,248.205,-5.282,41182,0,1602.4229999999998,424.48900000000003,46.44,-10.535,-47.203,0.0,0.0,55.905,IQ327408
2012-12-31,FQ42012,77.26100000000001,386.385,335.163,209.076,1165.246,2190.655,94.156,248.31900000000002,0.0,0.0,0.0,241.567,590.754,248.31900000000002,-102.75,41274,2962,1599.901,321.73900000000003,112.874,-10.43,-91.508,0.0,-0.002,77.26100000000001,IQ327408
2013-03-31,FQ12013,51.636,348.583,306.08099999999996,183.987,1073.488,2078.375,84.04,248.43400000000003,0.0,0.0,0.0,215.00900000000001,553.744,248.43400000000003,-75.732,41364,0,1524.631,246.007,61.958999999999996,-13.106,-120.07600000000001,0.0,0.0,51.636,IQ327408
2013-06-30,FQ22013,50.158,389.329,278.265,190.041,1268.8519999999999,2286.516,89.79700000000001,379.79900000000004,0.0,0.0,0.0,264.857,729.428,394.79900000000004,246.426,41455,0,1557.088,492.43300000000005,135.304,-12.802999999999999,126.975,0.0,0.0,50.158,IQ327408
2013-09-30,FQ32013,46.486000000000004,358.14099999999996,281.611,172.89,1279.503,2325.876,93.861,376.163,0.0,0.0,0.0,251.813,719.365,392.163,-0.23399999999999999,41547,0,1606.511,492.199,52.528,-12.786,-30.535,0.0,0.0,46.486000000000004,IQ327408
2013-12-31,FQ42013,28.735,400.319,286.573,191.78,1309.731,2343.359,85.73,372.528,0.0,0.0,0.0,276.515,729.9789999999999,387.528,50.277,41639,2839,1613.38,542.476,105.17399999999999,-12.709000000000001,-42.477,0.0,0.0,28.735,IQ327408
2014-03-31,FQ12014,29.894000000000002,351.542,270.165,169.122,1330.2,2368.888,91.965,368.892,0.0,0.0,-3.75,271.161,724.8580000000001,384.892,41.619,41729,0,1644.03,584.095,59.825,-14.085,-7.775,0.0,0.0,29.894000000000002,IQ327408
2014-06-30,FQ22014,44.758,369.38,270.086,182.718,1362.54,2402.165,99.99600000000001,365.25699999999995,0.0,0.0,0.0,299.76599999999996,750.424,381.25699999999995,17.977999999999998,41820,0,1651.741,602.073,70.58800000000001,-14.16,-35.459,0.0,0.0,44.758,IQ327408
2014-09-30,FQ32014,52.857,375.366,298.559,184.386,1335.175,2354.292,90.5,361.62199999999996,0.0,0.0,0.0,287.82599999999996,732.558,377.522,-36.7,41912,0,1621.734,565.373,32.986999999999995,-14.165,-45.213,0.0,0.0,52.857,IQ327408
2014-12-31,FQ42014,72.752,434.366,354.658,214.738,1300.328,2349.311,98.17299999999999,357.986,0.0,0.0,0.0,309.557,739.538,372.986,-33.999,42004,2741,1609.773,531.374,62.843999999999994,-14.103,-63.58,0.0,0.0,72.752,IQ327408
2015-03-31,FQ12015,47.91,344.517,311.78700000000003,175.89700000000002,1321.4260000000002,2312.3579999999997,106.12,354.351,0.0,0.0,-3.75,294.54200000000003,726.54,370.151,16.406,42094,0,1585.818,547.78,74.92699999999999,-15.377,-13.940999999999999,0.0,0.0,47.91,IQ327408
2015-06-30,FQ22015,50.5,392.975,327.653,189.615,1372.9229999999998,2379.716,121.605,350.715,0.0,0.0,0.0,310.307,741.2410000000001,366.415,12.41,42185,0,1638.475,560.19,48.931999999999995,-15.397,-32.09,0.0,0.0,50.5,IQ327408
2015-09-30,FQ32015,73.072,381.92800000000005,304.27,180.739,1346.2,2354.803,125.73899999999999,347.08,0.0,0.0,0.0,313.883,729.945,362.68,-34.814,42277,0,1624.858,525.376,73.62,-15.419,-79.399,0.0,0.0,73.072,IQ327408
2015-12-31,FQ42015,70.204,437.647,326.098,207.31,1287.514,2406.4,139.54,93.75,0.0,0.0,0.0,585.345,756.885,358.444,-52.591,42369,3003,1649.515,472.785,78.335,-15.206,-41.108000000000004,0.0,0.0,70.204,IQ327408
2016-03-31,FQ12016,1.125,379.472,298.53,177.69,1290.23,2413.209,106.39399999999999,90.2,0.0,0.0,-3.75,535.149,745.18,355.409,37.828,42460,0,1668.029,510.61300000000006,45.946000000000005,-16.507,-16.293,0.0,0.0,1.125,IQ327408
2016-06-30,FQ22016,45.368,402.72900000000004,279.323,183.322,1657.8220000000001,2794.9509999999996,101.17,505.44,0.0,0.0,0.0,522.356,1147.407,770.8639999999999,392.566,42551,0,1647.5439999999999,903.179,87.87,-16.583,367.657,0.0,0.0,45.368,IQ327408
2016-09-30,FQ32016,58.633,405.228,309.60200000000003,191.37599999999998,1456.14,2587.894,109.663,501.70599999999996,0.0,0.0,0.0,310.64799999999997,934.488,517.006,-225.49099999999999,42643,0,1653.406,677.688,88.791,-16.474,-308.012,0.0,0.0,58.633,IQ327408
2016-12-31,FQ42016,61.5,474.73800000000006,352.02,214.733,1164.657,2619.706,114.225,501.921,0.0,0.0,0.0,361.712,941.38,516.9209999999999,-316.339,42735,3436,1678.326,361.349,97.14399999999999,-16.355999999999998,-12.216,0.0,0.0,61.5,IQ327408
2017-03-31,FQ12017,42.571000000000005,406.814,308.74,191.321,1176.16,2630.395,110.01299999999999,494.73699999999997,0.0,0.0,-7.5,341.175,910.826,509.73699999999997,36.086999999999996,42825,0,1719.569,397.436,75.127,-20.456,-28.798000000000002,0.0,0.0,42.571000000000005,IQ327408
2017-06-30,FQ22017,51.413000000000004,434.124,332.009,206.732,1224.103,2703.5040000000004,113.95700000000001,491.30300000000005,0.0,0.0,0.0,349.624,922.873,506.30300000000005,6.155,42916,0,1780.631,403.591,30.127,-20.557,-25.456,0.0,0.0,51.413000000000004,IQ327408
2017-09-30,FQ32017,63.528999999999996,464.712,345.542,222.891,1282.078,2766.275,127.42,420.369,0.0,0.0,0.0,367.93800000000005,876.757,420.369,33.37,43008,0,1889.5179999999998,436.961,104.08200000000001,-20.763,-70.309,0.0,0.0,63.528999999999996,IQ327408
2017-12-31,FQ42017,-50.29,494.784,346.68699999999995,237.832,1387.219,2810.026,106.389,420.684,0.0,0.0,0.0,394.93300000000005,975.4680000000001,420.684,82.12899999999999,43100,3542,1834.558,519.09,98.916,-20.829,-8.049,0.0,0.0,-50.29,IQ327408
2018-03-31,FQ12018,39.195,439.61800000000005,329.792,217.91400000000002,1269.2069999999999,2704.0,110.65299999999999,421.0,0.0,0.0,0.0,324.71299999999997,917.7819999999999,421.0,-66.952,43190,0,1786.2179999999998,414.538,43.176,-22.232,-113.96700000000001,0.0,0.0,39.195,IQ327408
2018-06-30,FQ22018,71.563,452.707,304.265,232.551,1285.8339999999998,2705.075,106.721,421.316,0.0,0.0,0.0,316.09,909.909,421.316,55.803999999999995,43281,0,1795.1660000000002,472.642,110.16799999999999,-22.098000000000003,-25.554000000000002,0.0,0.0,71.563,IQ327408
2018-09-30,FQ32018,73.15100000000001,434.898,291.094,222.074,1354.731,2856.885,95.975,421.63199999999995,0.0,0.0,0.0,321.943,915.6619999999999,421.63199999999995,85.39299999999999,43373,0,1941.223,557.635,122.499,-22.121,-17.378,0.0,0.0,73.15100000000001,IQ327408
2018-12-31,FQ42018,98.516,448.463,323.746,231.128,1292.647,2781.242,95.49600000000001,421.94800000000004,0.0,0.0,0.0,316.014,904.456,421.94800000000004,-81.191,43465,3649,1876.786,512.144,98.314,-21.671999999999997,-162.045,0.0,0.0,98.516,IQ327408
2019-03-31,FQ12019,61.748000000000005,444.736,356.69300000000004,233.861,1127.4460000000001,3206.309,131.422,656.8910000000001,100.0,0.0,-375.0,459.648,1303.614,802.997,-227.78099999999998,43555,0,1902.695,284.363,55.511,-23.031,308.314,26.750999999999998,0.0,61.748000000000005,IQ327408
2019-06-30,FQ22019,46.118,481.99800000000005,356.991,233.408,1130.722,3244.6859999999997,132.29399999999998,654.8580000000001,100.0,0.0,0.0,457.969,1332.795,804.442,-15.478,43646,0,1911.891,268.885,67.79,-23.033,-52.933,32.126999999999995,0.0,46.118,IQ327408
2019-09-30,FQ32019,62.047,471.24800000000005,329.55199999999996,229.747,1117.182,3197.88,144.284,644.88,87.5,0.0,0.0,470.38800000000003,1328.23,785.414,26.506,43738,0,1869.65,295.39099999999996,153.524,-22.788,-110.016,37.946,0.0,62.047,IQ327408
2019-12-31,FQ42019,1.6840000000000002,489.04400000000004,318.652,238.27,1108.734,3137.5409999999997,158.033,649.431,16.0,0.0,0.0,413.055,1266.108,717.6189999999999,-10.799000000000001,43830,4265,1871.433,284.592,93.54700000000001,-22.842,-91.325,39.291,0.0,1.6840000000000002,IQ327408
2020-03-31,FQ12020,15.424000000000001,450.923,301.998,219.368,1130.5339999999999,3122.237,157.971,637.736,191.0,0.0,-3.0210000000000004,589.3340000000001,1417.6570000000002,877.2869999999999,24.023000000000003,43921,0,1704.58,308.615,50.86600000000001,-22.728,-0.16899999999999998,36.062,0.0,15.424000000000001,IQ327408
2020-06-30,FQ22020,61.257,482.015,304.981,252.2,1186.276,3157.297,147.487,645.116,191.0,0.0,0.0,583.1669999999999,1406.596,883.415,24.343000000000004,44012,0,1750.701,332.958,63.148999999999994,-22.278000000000002,-28.734,34.016,0.0,61.257,IQ327408
2020-09-30,FQ32020,60.663000000000004,466.414,310.98900000000003,228.91400000000002,1228.6860000000001,3212.9120000000003,148.026,717.034,65.0,0.0,0.0,487.23900000000003,1404.046,833.937,-12.963,44104,0,1808.866,319.995,82.17399999999999,-22.291,-90.946,38.249,0.0,60.663000000000004,IQ327408
2020-12-31,FQ42020,75.24,524.337,353.561,246.53099999999998,1228.239,3252.348,157.592,726.547,0.0,0.0,0.0,438.13800000000003,1368.974,777.747,-22.2,44196,4179,1883.374,297.795,116.17399999999999,-22.247,-103.25299999999999,25.046,0.0,75.24,IQ327408
2010-12-25,FQ42010,1365.0,18155.0,5370.0,9820.0,17569.0,68153.0,3865.0,19999.0,3272.0,0.0,0.0,15892.0,46677.0,24897.0,366.0,40537,294000,21476.0,5943.0,2660.0,-760.0,-104.0,0.0,-219.0,1365.0,IQ32854
2011-03-19,FQ12011,1143.0,11937.0,6937.0,6524.0,16512.0,73085.0,10243.0,20942.0,6256.0,-64.0,-10.0,16840.0,49411.0,27198.0,-2281.0,40621,0,23674.0,3662.0,380.0,-769.0,226.0,0.0,35.0,1143.0,IQ32854
2011-06-11,FQ22011,1885.0,16827.0,8283.0,8868.0,17917.0,75680.0,11433.0,21607.0,3315.0,0.0,0.0,18057.0,51310.0,27322.0,-749.0,40705,0,24370.0,2913.0,1973.0,-761.0,-1925.0,0.0,-96.0,1885.0,IQ32854
2011-09-03,FQ32011,2000.0,17582.0,8330.0,9133.0,17834.0,75378.0,11524.0,21781.0,3570.0,0.0,0.0,17565.0,51375.0,26851.0,170.0,40789,0,24003.0,3083.0,3481.0,-819.0,-2444.0,0.0,-133.0,2000.0,IQ32854
2011-12-31,FQ42011,1415.0,20158.0,5879.0,10432.0,17441.0,72882.0,4083.0,20568.0,3656.0,0.0,0.0,18154.0,51983.0,26773.0,984.0,40908,297000,20899.0,4067.0,3110.0,-808.0,-992.0,0.0,-341.0,1415.0,IQ32854
2012-03-24,FQ12012,1127.0,12428.0,7158.0,6539.0,17578.0,74391.0,11180.0,22054.0,1913.0,-1803.0,-9.0,16985.0,51437.0,27710.0,-582.0,40992,0,22954.0,3485.0,-690.0,-816.0,283.0,0.0,20.0,1127.0,IQ32854
2012-06-16,FQ22012,1488.0,16458.0,7721.0,8543.0,18033.0,72390.0,11153.0,21294.0,3671.0,0.0,0.0,18269.0,51795.0,28332.0,378.0,41076,0,20595.0,3863.0,1937.0,-810.0,-575.0,0.0,-28.0,1488.0,IQ32854
2012-09-08,FQ32012,1902.0,16652.0,7998.0,8819.0,19270.0,74017.0,11722.0,23732.0,1157.0,0.0,0.0,16220.0,52433.0,27943.0,1446.0,41160,0,21584.0,5309.0,3871.0,-844.0,-1872.0,0.0,-89.0,1902.0,IQ32854
2012-12-29,FQ42012,1661.0,19954.0,6058.0,10300.0,18720.0,74638.0,4451.0,23544.0,1914.0,0.0,0.0,17089.0,52239.0,28359.0,988.0,41272,278000,22399.0,6297.0,3361.0,-835.0,-1142.0,0.0,37.0,1661.0,IQ32854
