Date,Fiscal Quarter,IQ_NI_CF,IQ_TOTAL_REV,IQ_AR,IQ_GP ,IQ_TOTAL_CA,IQ_TOTAL_ASSETS,IQ_AP,IQ_LT_DEBT,IQ_ST_DEBT,IQ_ST_DEBT_REPAID,IQ_LT_DEBT_REPAID,IQ_TOTAL_CL,IQ_TOTAL_LIAB,IQ_TOTAL_DEBT,IQ_NET_CHANGE,IQ_PERIODDATE_BS,IQ_FULL_TIME,IQ_TOTAL_EQUITY,IQ_CASH_EQUIV,IQ_CASH_OPER,IQ_TOTAL_DIV_PAID_CF,IQ_CASH_FINAN,IQ_CAPITAL_LEASES,IQ_INVEST_SECURITY_CF,IQ_NI,CQID 
2014-03-31,FQ12014,375.0,4755.0,3883.0,2481.0,17931.0,41662.0,1074.0,3387.0,3854.0,0,0.0,10186.0,18173.0,7765.0,-1415.0,41729,0,23489.0,2060.0,336.0,-343.0,-1152.0,0.0,-367.0,375.0,IQ247483
2014-06-30,FQ22014,466.0,5057.0,4056.0,2769.0,18258.0,41475.0,1062.0,3403.0,3430.0,0,0.0,9853.0,17771.0,7365.0,1510.0,41820,0,23704.0,3570.0,900.0,-333.0,-619.0,0.0,1486.0,466.0,IQ247483
2014-09-30,FQ32014,539.0,5079.0,3618.0,2760.0,16464.0,42514.0,965.0,3719.0,3891.0,0,0.0,10823.0,19521.0,8301.0,43.0,41912,0,22993.0,3613.0,1201.0,-331.0,-271.0,0.0,2239.0,538.0,IQ247483
2014-12-31,FQ42014,904.0,5356.0,3586.0,3046.0,13556.0,41207.0,1064.0,3393.0,3937.0,0,0.0,10467.0,19568.0,7830.0,450.0,42004,77000,21639.0,4063.0,1238.0,-335.0,-700.0,0.0,759.0,904.0,IQ247483
2015-03-31,FQ12015,2292.0,4897.0,3481.0,2816.0,19985.0,43095.0,1012.0,5931.0,2479.0,-1471,-10.0,9206.0,21107.0,8903.0,-837.0,42094,0,21988.0,3226.0,2.0,-364.0,-550.0,0.0,-213.0,2292.0,IQ247483
2015-06-30,FQ22015,784.0,5170.0,3553.0,2952.0,21131.0,44125.0,1000.0,5879.0,2436.0,0,0.0,9185.0,20999.0,8778.0,822.0,42185,0,23126.0,4048.0,941.0,-360.0,-374.0,0.0,-1843.0,784.0,IQ247483
2015-09-30,FQ32015,580.0,5150.0,3460.0,2908.0,15894.0,41725.0,1007.0,5953.0,1928.0,0,0.0,8755.0,20506.0,8355.0,-916.0,42277,0,21219.0,3132.0,1195.0,-359.0,-815.0,0.0,-570.0,580.0,IQ247483
2015-12-31,FQ42015,767.0,5188.0,3418.0,3009.0,14155.0,41247.0,1081.0,5871.0,2688.0,0,0.0,9186.0,19921.0,9001.0,1869.0,42369,74000,21326.0,5001.0,828.0,-360.0,-497.0,0.0,1805.0,767.0,IQ247483
2016-03-31,FQ12016,316.0,4885.0,3430.0,2745.0,12406.0,39637.0,1053.0,5977.0,2139.0,-583,-7.0,8393.0,18795.0,8590.0,-1667.0,42460,0,20842.0,3334.0,-93.0,-385.0,-1432.0,0.0,446.0,316.0,IQ247483
2016-06-30,FQ22016,615.0,5333.0,3567.0,3046.0,12988.0,39831.0,1153.0,6016.0,2376.0,0,0.0,8673.0,19036.0,8912.0,-756.0,42551,0,20795.0,2578.0,909.0,-384.0,-179.0,0.0,-1246.0,615.0,IQ247483
2016-09-30,FQ32016,-329.0,5302.0,3320.0,3017.0,12978.0,39497.0,1051.0,5975.0,2009.0,0,0.0,8321.0,18601.0,8510.0,-78.0,42643,0,20896.0,2500.0,1217.0,-384.0,-746.0,0.0,-182.0,-329.0,IQ247483
2016-12-31,FQ42016,798.0,5333.0,3248.0,3030.0,26776.0,52666.0,1178.0,20681.0,868.0,0,0.0,6660.0,31949.0,22006.0,16120.0,42735,75000,20717.0,18620.0,1170.0,-386.0,13504.0,0.0,1868.0,798.0,IQ247483
2017-03-31,FQ12017,419.0,6335.0,4510.0,4095.0,19329.0,70887.0,1481.0,23856.0,207.0,-1455,-2505.0,6646.0,39340.0,24066.0,-9914.0,42825,0,31547.0,8706.0,574.0,-460.0,-4399.0,0.0,-15.0,419.0,IQ247483
2017-06-30,FQ22017,283.0,6637.0,4633.0,3448.0,19983.0,71151.0,1667.0,23869.0,218.0,0,0.0,6803.0,39363.0,24090.0,969.0,42916,0,31788.0,9675.0,1351.0,-462.0,-384.0,0.0,-13.0,283.0,IQ247483
2017-09-30,FQ32017,603.0,6829.0,4800.0,3953.0,21377.0,72248.0,1858.0,23363.0,211.0,0,0.0,7935.0,40030.0,24078.0,1337.0,43008,0,32218.0,11012.0,2005.0,-463.0,-386.0,0.0,-70.0,603.0,IQ247483
2017-12-31,FQ42017,-828.0,7589.0,5249.0,4386.0,20147.0,76250.0,2402.0,27210.0,206.0,0,0.0,8912.0,45152.0,27924.0,-1605.0,43100,99000,31098.0,9407.0,1640.0,-464.0,-112.0,0.0,17.0,-828.0,IQ247483
2018-03-31,FQ12018,418.0,7390.0,5356.0,4323.0,14964.0,70908.0,2476.0,21353.0,230.0,0,-5979.0,9010.0,39307.0,22090.0,-5550.0,43190,0,31601.0,3857.0,1108.0,-491.0,-6455.0,0.0,-5.0,418.0,IQ247483
2018-06-30,FQ22018,733.0,7767.0,5192.0,4485.0,14122.0,68415.0,2503.0,20053.0,341.0,0,0.0,8951.0,37641.0,20900.0,-792.0,43281,0,30774.0,3065.0,1244.0,-494.0,-1631.0,0.0,-37.0,733.0,IQ247483
2018-09-30,FQ32018,563.0,7656.0,5271.0,4490.0,18196.0,71637.0,2730.0,19556.0,211.0,0,0.0,12776.0,40739.0,23830.0,4304.0,43373,0,30898.0,7369.0,2183.0,-494.0,2471.0,0.0,19.0,563.0,IQ247483
2018-12-31,FQ42018,654.0,7765.0,5182.0,4621.0,14632.0,67173.0,2975.0,19359.0,200.0,0,0.0,9012.0,36451.0,19566.0,-3525.0,43465,103000,30722.0,3844.0,1765.0,-495.0,-4776.0,0.0,-35.0,654.0,IQ247483
2019-03-31,FQ12019,672.0,7535.0,5345.0,4375.0,14409.0,67610.0,3045.0,18902.0,201.0,0,-500.0,9113.0,36481.0,19962.0,-822.0,43555,0,31129.0,3022.0,712.0,-565.0,-1142.0,655.0,2.0,672.0,IQ247483
2019-06-30,FQ22019,1006.0,7979.0,5548.0,4700.0,15195.0,68427.0,3222.0,18982.0,204.0,0,0.0,9062.0,36533.0,20067.0,115.0,43646,0,31894.0,3137.0,1060.0,-568.0,-449.0,670.0,0.0,1006.0,IQ247483
2019-09-30,FQ32019,960.0,8076.0,5450.0,4718.0,16119.0,68539.0,3029.0,17639.0,204.0,0,0.0,10491.0,36520.0,20001.0,954.0,43738,0,32019.0,4091.0,1948.0,-569.0,-513.0,702.0,-24.0,960.0,IQ247483
2019-12-31,FQ42019,1049.0,8314.0,5425.0,4896.0,15667.0,67887.0,3252.0,16661.0,201.0,0,0.0,10863.0,36586.0,19099.0,-231.0,43830,107000,31301.0,3860.0,2416.0,-568.0,-2185.0,755.0,-60.0,1049.0,IQ247483
2020-03-31,FQ12020,564.0,7726.0,5292.0,4449.0,15498.0,66777.0,3181.0,16804.0,204.0,0,-1.0,10808.0,36350.0,18272.0,-483.0,43921,0,30427.0,3377.0,715.0,-638.0,-735.0,0.0,-36.0,564.0,IQ247483
2020-06-30,FQ22020,537.0,7328.0,5140.0,4065.0,17221.0,68776.0,3335.0,18184.0,205.0,0,0.0,10959.0,37978.0,19679.0,1386.0,44012,0,30798.0,4763.0,1322.0,-642.0,658.0,0.0,4.0,537.0,IQ247483
2020-09-30,FQ32020,1232.0,8853.0,5649.0,4887.0,17390.0,69043.0,3189.0,18349.0,208.0,0,0.0,10257.0,37448.0,18563.0,-283.0,44104,0,31595.0,4480.0,2066.0,-639.0,-1915.0,0.0,17.0,1232.0,IQ247483
2020-12-31,FQ42020,2162.0,10701.0,6414.0,6207.0,20441.0,72548.0,3946.0,18527.0,213.0,0,0.0,11907.0,39545.0,19890.0,2358.0,44196,109000,33003.0,6838.0,3798.0,-641.0,-787.0,902.0,-58.0,2162.0,IQ247483
2011-03-31,FQ12011,128.904,334.28,165.24400000000003,334.28,25506.922000000002,28622.491,68.80199999999999,261.829,0.0,0.0,-55.5,24985.661,25650.79,524.8290000000001,72.465,40633,949,2971.7009999999996,694.257,155.356,0.0,-66.884,0.0,0.599,128.904,IQ1081952
2011-06-30,FQ22011,121.365,325.218,165.75799999999998,325.218,27931.554,31040.873,82.086,191.237,0.0,0.0,0.0,27373.035,27954.342999999997,458.48699999999997,62.417,40724,972,3086.53,756.674,165.71099999999998,0.0,-87.781,0.0,-2.246,121.365,IQ1081952
2011-09-30,FQ32011,132.631,340.778,159.219,340.778,35222.949,38666.73,79.48,370.624,0.0,0.0,0.0,34928.7,35655.598,602.124,-259.371,40816,984,3011.132,497.30300000000005,219.718,0.0,39.982,0.0,-514.244,132.631,IQ1081952
2011-12-31,FQ42011,126.773,327.215,136.33100000000002,327.215,32605.391,36147.864,65.964,837.5,0.0,0.0,0.0,31800.314,32985.523,887.5,325.64599999999996,40908,1013,3162.341,822.949,171.985,0.0,219.794,0.0,-0.003,126.773,IQ1081952
2012-03-31,FQ12012,147.865,365.194,178.84400000000002,365.194,32506.784,36124.101,76.821,825.0,0.0,0.0,-12.5,31550.501,32716.203999999998,875.0,145.436,40999,1032,3407.897,968.385,185.644,0.0,-25.824,0.0,0.0,147.865,IQ1081952
2012-06-30,FQ22012,143.157,351.213,175.18599999999998,351.213,36058.454,39504.768,73.604,812.5,0.0,0.0,0.0,34955.549,36097.441,862.5,113.633,41090,1059,3407.327,1082.018,179.925,0.0,-19.85,0.0,0.043,143.157,IQ1081952
2012-09-30,FQ32012,131.082,323.187,148.89700000000002,323.187,34034.495,37540.084,83.725,800.0,0.0,0.0,0.0,32810.342000000004,33934.125,850.0,159.158,41182,1074,3605.9590000000003,1241.1760000000002,207.145,0.0,-15.057,0.0,0.0,131.082,IQ1081952
2012-12-31,FQ42012,129.89600000000002,323.406,127.0,323.406,33750.0,37215.0,70.0,969.0,0.0,0.0,0.0,32246.0,33538.0,1132.0,370.773,41274,1077,3677.0,1612.0,160.286,0.0,232.731,0.0,-0.043,129.89600000000002,IQ1081952
2013-03-31,FQ12013,135.0,352.0,186.955,352.0,35375.181000000004,38858.537000000004,95.277,861.676,0.0,0.0,-222.0,33909.63,35095.854,910.5,-221.0,41364,1105,3762.683,1390.836,150.0,0.0,-252.0,0.0,0.0,135.0,IQ1081952
2013-06-30,FQ22013,154.0,372.0,185.78400000000002,372.0,37185.206,40613.727,108.948,753.971,0.0,0.0,0.0,35644.797999999995,36719.683,802.795,66.0,41455,1128,3894.0440000000003,1457.0479999999998,232.0,0.0,-102.0,0.0,-37.0,154.0,IQ1081952
2013-09-30,FQ32013,141.0,338.0,175.826,338.0,45389.607,48884.91,94.53,341.765,0.0,0.0,0.0,44145.809,44798.852,790.5889999999999,80.0,41547,1121,4086.058,1537.266,180.0,0.0,-22.0,0.0,0.0,141.0,IQ1081952
2013-12-31,FQ42013,0.0,0.0,546.0,0.0,44269.0,64422.0,392.0,3923.0,1080.0,0.0,0.0,44321.0,51719.0,5058.0,0.0,41639,4232,12703.0,961.0,0.0,0.0,0.0,0.0,0.0,0.0,IQ1081952
2014-03-31,FQ12014,261.0,797.0,544.0,797.0,45254.0,65921.0,357.0,3584.0,930.0,0.0,-161.0,45403.0,52685.0,4881.0,3.0,41729,4048,13236.0,964.0,519.0,-76.0,-266.0,0.0,4.0,261.0,IQ1081952
2014-06-30,FQ22014,226.0,750.0,432.0,750.0,50191.0,68482.0,293.0,2248.0,368.0,0.0,0.0,49670.0,54942.0,3931.0,1093.0,41820,4929,13540.0,2057.0,372.0,-75.0,-680.0,0.0,22.0,226.0,IQ1081952
2014-09-30,FQ32014,206.0,745.0,446.0,745.0,49378.0,67286.0,282.0,2247.0,690.0,0.0,0.0,49337.0,54499.0,4136.0,-1419.0,41912,4175,12787.0,638.0,82.0,-74.0,-333.0,0.0,-1276.0,206.0,IQ1081952
2014-12-31,FQ42014,288.0,800.0,508.0,800.0,50232.0,68254.0,409.0,2235.0,905.0,0.0,0.0,50436.0,55697.0,4277.0,14.0,42004,2902,12557.0,652.0,541.0,-74.0,-55.0,0.0,2274.0,288.0,IQ1081952
2015-03-31,FQ12015,315.0,850.0,608.0,850.0,48486.0,66428.0,392.0,2247.0,940.0,0.0,0.0,48798.0,53934.0,4193.0,100.0,42094,2887,12494.0,752.0,465.0,-73.0,-268.0,0.0,-60.0,315.0,IQ1081952
2015-06-30,FQ22015,283.0,797.0,541.0,797.0,45133.0,63104.0,324.0,2247.0,1016.0,0.0,0.0,45580.0,50621.0,3263.0,-74.0,42185,2866,12483.0,678.0,305.0,-85.0,-1367.0,0.0,1144.0,283.0,IQ1081952
2015-09-30,FQ32015,306.0,816.0,490.0,816.0,48052.0,65856.0,297.0,2247.0,1253.0,0.0,0.0,48458.0,53446.0,3500.0,9.0,42277,2907,12410.0,687.0,120.0,-84.0,-57.0,0.0,0.0,306.0,IQ1081952
2015-12-31,FQ42015,370.0,875.0,700.0,875.0,53313.0,77987.0,398.0,4717.0,2591.0,0.0,0.0,54743.0,63112.0,7308.0,-60.0,42369,5549,14875.0,627.0,421.0,-89.0,3668.0,0.0,-60.0,370.0,IQ1081952
2016-03-31,FQ12016,369.0,1154.0,941.0,1154.0,54554.0,79160.0,399.0,4718.0,2048.0,-543.0,0.0,55636.0,64046.0,6766.0,-159.0,42460,5526,15114.0,468.0,597.0,-102.0,-697.0,0.0,0.0,369.0,IQ1081952
2016-06-30,FQ22016,357.0,1129.0,862.0,1129.0,50630.0,75224.0,350.0,4719.0,1811.0,0.0,0.0,51438.0,59861.0,6530.0,-78.0,42551,5503,15363.0,390.0,506.0,-103.0,-334.0,0.0,0.0,357.0,IQ1081952
2016-09-30,FQ32016,344.0,1078.0,789.0,1078.0,51844.0,76296.0,383.0,4720.0,1585.0,0.0,0.0,52354.0,60718.0,6305.0,68.0,42643,5447,15578.0,458.0,405.0,-102.0,-335.0,0.0,0.0,344.0,IQ1081952
2016-12-31,FQ42016,352.0,1138.0,777.0,1138.0,57133.0,82003.0,388.0,3871.0,1642.0,0.0,0.0,58617.0,66213.0,6364.0,-28.0,42735,5631,15790.0,407.0,641.0,-102.0,-96.0,0.0,-70.0,352.0,IQ1081952
2017-03-31,FQ12017,503.0,1166.0,999.0,1166.0,55073.0,79463.0,451.0,3872.0,1525.0,-117.0,0.0,56006.0,63639.0,6248.0,17.0,42825,5242,15824.0,360.0,611.0,-120.0,-551.0,0.0,0.0,503.0,IQ1081952
2017-06-30,FQ22017,419.0,1180.0,912.0,1180.0,56448.0,80324.0,415.0,3874.0,1173.0,0.0,0.0,56819.0,64391.0,5897.0,64.0,42916,5128,15933.0,398.0,488.0,-119.0,-770.0,0.0,438.0,419.0,IQ1081952
2017-09-30,FQ32017,371.0,1146.0,897.0,1146.0,55239.0,79118.0,427.0,4865.0,1197.0,0.0,0.0,54600.0,63099.0,6062.0,11.0,43008,5100,16019.0,419.0,311.0,-119.0,-213.0,0.0,0.0,371.0,IQ1081952
2017-12-31,FQ42017,1233.0,1146.0,903.0,1146.0,53562.0,78264.0,462.0,4267.0,1233.0,0.0,0.0,54175.0,61279.0,6100.0,126.0,43100,4952,16985.0,535.0,675.0,-118.0,-437.0,0.0,-327.0,1233.0,IQ1081952
2018-03-31,FQ12018,464.0,1225.0,1167.0,1225.0,56634.0,82062.0,476.0,4269.0,2023.0,0.0,0.0,57946.0,65056.0,6892.0,90.0,43190,4879,17006.0,523.0,573.0,-140.0,270.0,0.0,-304.0,464.0,IQ1081952
2018-06-30,FQ22018,455.0,1246.0,1049.0,1246.0,57560.0,82847.0,405.0,4271.0,2045.0,0.0,0.0,58894.0,66007.0,6916.0,22.0,43281,4867,16840.0,532.0,663.0,-139.0,-571.0,0.0,-1.0,455.0,IQ1081952
2018-09-30,FQ32018,458.0,1195.0,1020.0,1195.0,61295.0,87242.0,486.0,6488.0,1198.0,0.0,0.0,61065.0,70388.0,7686.0,-18.0,43373,5042,16854.0,515.0,499.0,-138.0,282.0,0.0,0.0,458.0,IQ1081952
2018-12-31,FQ42018,611.0,1313.0,953.0,1313.0,66692.0,92791.0,521.0,6490.0,951.0,0.0,0.0,66108.0,75489.0,7441.0,210.0,43465,5161,17302.0,724.0,798.0,-138.0,-444.0,0.0,76.0,611.0,IQ1081952
2019-03-31,FQ12019,484.0,1270.0,1181.0,1270.0,67485.0,93857.0,509.0,6492.0,1005.0,0.0,0.0,67035.0,76656.0,7856.0,19.0,43555,5090,17201.0,653.0,654.0,-157.0,-596.0,306.0,44.0,484.0,IQ1081952
2019-06-30,FQ22019,472.0,1298.0,1062.0,1298.0,64372.0,90930.0,518.0,6494.0,1303.0,0.0,0.0,64131.0,73712.0,8149.0,180.0,43646,5351,17218.0,837.0,728.0,-155.0,-186.0,298.0,40.0,472.0,IQ1081952
2019-09-30,FQ32019,529.0,1336.0,1056.0,1336.0,68871.0,95339.0,543.0,6496.0,1329.0,0.0,0.0,68534.0,78082.0,8164.0,-82.0,43738,5435,17257.0,655.0,500.0,-155.0,-469.0,287.0,-41.0,529.0,IQ1081952
2019-12-31,FQ42019,448.0,1298.0,988.0,1298.0,67979.0,94493.0,505.0,5250.0,1321.0,0.0,0.0,68816.0,77129.0,8153.0,199.0,43830,5989,17364.0,841.0,777.0,-154.0,-502.0,281.0,26.0,448.0,IQ1081952
2020-03-31,FQ12020,650.0,1559.0,1569.0,1559.0,112253.0,138901.0,548.0,5252.0,1822.0,0.0,0.0,113526.0,121839.0,8595.0,-202.0,43921,6293,17062.0,583.0,520.0,-166.0,-411.0,272.0,6.0,650.0,IQ1081952
2020-06-30,FQ22020,523.0,1395.0,1279.0,1395.0,97435.0,124060.0,520.0,7703.0,705.0,0.0,0.0,96193.0,106971.0,8682.0,295.0,44012,6423,17089.0,880.0,858.0,-164.0,-478.0,274.0,-3.0,523.0,IQ1081952
2020-09-30,FQ32020,390.0,1411.0,1310.0,1411.0,89137.0,128080.0,594.0,14869.0,2463.0,0.0,0.0,89686.0,108934.0,17647.0,-270.0,44104,8445,19146.0,610.0,437.0,-170.0,8598.0,315.0,2.0,390.0,IQ1081952
2020-12-31,FQ42020,526.0,1671.0,1230.0,1671.0,87219.0,126200.0,639.0,14126.0,2411.0,0.0,0.0,87999.0,106573.0,16926.0,-20.0,44196,8890,19627.0,583.0,1066.0,-169.0,-965.0,320.0,-1.0,526.0,IQ1081952
2010-12-25,FQ12011,10.94,432.57099999999997,274.437,266.846,1185.2,5665.579000000001,63.976000000000006,1434.132,0.0,-0.335,0.0,436.215,2911.563,1435.1589999999999,92.411,40537,0,2754.0159999999996,608.036,135.321,0.0,-6.079,0.0,-0.15,10.94,IQ108544
2011-03-26,FQ22011,82.445,438.651,285.91700000000003,265.176,1158.921,5836.243,60.72,1451.882,0.0,0.0,0.0,406.78,2980.8070000000002,1452.5710000000001,-35.118,40628,0,2855.4359999999997,572.918,81.87,0.0,5.007,0.0,0.051,82.445,IQ108544
2011-06-25,FQ32011,36.196,451.082,292.324,279.438,1207.796,5937.223000000001,51.794,1470.11,0.0,0.0,0.0,467.13800000000003,3026.93,1470.457,40.883,40719,0,2910.2929999999997,613.8009999999999,119.92399999999999,0.0,7.3870000000000005,0.0,0.0,36.196,IQ108544
2011-09-24,FQ42011,27.569000000000003,467.045,318.712,311.177,1342.9,6008.78,63.467,1488.58,0.0,0.0,0.0,509.45,3071.885,1521.4260000000002,98.531,40810,5019,2936.895,712.332,118.90899999999999,0.0,1.359,32.846,0.0,27.569000000000003,IQ108544
2011-12-24,FQ12012,20.811999999999998,472.711,324.222,295.541,1437.297,6046.084,62.85,1507.533,0.0,0.0,0.0,511.745,3082.296,1507.533,80.75,40901,0,2963.788,793.082,111.73100000000001,0.0,-6.314,0.0,-0.15,20.811999999999998,IQ108544
2012-03-24,FQ22012,-40.273,471.165,326.29,288.351,1491.031,6048.255999999999,65.843,1527.027,0.0,0.0,0.0,593.822,3068.7729999999997,1527.027,61.479,40992,0,2979.4829999999997,854.561,101.104,0.0,-33.812,0.0,-0.1,-40.273,IQ108544
2012-06-23,FQ32012,23.594,470.228,336.43699999999995,289.92,1534.984,6026.794,55.06399999999999,1542.146,0.0,0.0,0.0,557.107,3022.5429999999997,1542.146,50.521,41083,0,3004.2509999999997,905.082,71.796,0.0,0.363,0.0,0.0,23.594,IQ108544
2012-09-29,FQ42012,-77.767,588.548,409.333,378.171,1563.014,10477.108,87.223,4971.179,0.0,0.0,0.0,661.3489999999999,7516.076999999999,5068.87,-344.652,41181,6157,2961.031,560.43,85.59100000000001,0.0,3367.862,33.256,0.0,-77.767,IQ108544
2012-12-29,FQ12013,3.1180000000000003,631.362,405.653,386.836,1660.236,10468.555,76.367,4237.085,0.0,0.0,-16.25,1551.753,7484.179,5036.022,158.041,41272,0,2984.3759999999997,718.471,155.025,0.0,-12.581,0.0,-3.625,3.1180000000000003,IQ108544
2013-03-30,FQ22013,-51.104,612.663,401.301,377.559,1607.2479999999998,10309.206,75.609,4551.019,0.0,0.0,0.0,1010.306,7318.642,5004.696,26.525,41363,0,2990.5640000000003,744.9960000000001,14.503,0.0,-37.283,0.0,0.0,-51.104,IQ108544
2013-06-29,FQ32013,-10.914000000000001,626.1,400.42800000000005,387.5,1751.345,10333.203000000001,74.115,4347.3,0.0,0.0,0.0,1258.923,7336.569,5004.67,213.43400000000003,41454,0,2996.634,958.444,246.27200000000002,0.0,-5.436,0.0,2.125,-11.0,IQ108544
2013-09-28,FQ42013,-1113.9,606.4,409.3,377.8,1624.2,9000.8,80.5,4242.1,0.0,0.0,0.0,1088.4,7059.3,4839.4,-135.9,41545,5615,1941.5,822.5,78.0,0.0,-193.5,33.5,-0.1,-1113.9,IQ108544
2013-12-28,FQ12014,-5.3,612.5,394.471,382.3,1226.9389999999999,8484.308,90.96600000000001,4224.732,0.0,0.0,-521.3,628.257,6533.776999999999,4301.765,-380.0,41636,0,1950.531,442.48800000000006,149.3,0.0,-514.5,0.0,-13.8,-5.3,IQ108544
2014-03-29,FQ22014,-16.8,625.0,387.63300000000004,385.6,1264.56,8362.395,68.197,4183.958,0.0,0.0,0.0,550.683,6382.2919999999995,4273.455,42.0,41727,0,1980.1029999999998,484.522,69.0,0.0,-6.7,0.0,2.7,-16.8,IQ108544
2014-06-28,FQ32014,11.3,632.6,381.7,393.3,1432.4,8412.0,82.3,4168.5,0.0,0.0,0.0,597.9,6380.7,4270.5,148.0,41818,0,2031.3,632.5,158.4,0.0,6.8,0.0,3.8,11.3,IQ108544
2014-09-27,FQ42014,28.1,638.7,396.0,425.5,1565.8,8414.7,92.1,4153.2,0.0,0.0,0.0,619.6,6351.7,4301.8,103.6,41909,5351,2063.0,736.1,131.7,0.0,-10.7,34.1,0.0,28.1,IQ108544
2014-12-27,FQ12015,29.2,652.8,400.5,412.5,1336.6,8078.1,67.0,3815.4,0.0,0.0,-328.8,607.8,5975.7,3954.8,-192.1,42000,0,2102.4,544.0,153.5,0.0,-321.2,0.0,6.4,29.2,IQ108544
2015-03-28,FQ22015,47.8,655.5,381.0,414.6,1416.3,8031.8,73.7,3358.1,0.0,0.0,0.0,1044.2,5863.2,3939.8,126.5,42091,0,2168.6,670.5,157.8,0.0,-11.1,0.0,1.3,47.8,IQ108544
2015-06-27,FQ32015,29.5,693.9,382.8,451.8,1628.8,8130.5,89.9,3270.8,0.0,0.0,0.0,1189.2,5893.4,3942.3,214.5,42182,0,2237.1,885.0,242.3,0.0,-11.2,0.0,0.0,29.4,IQ108544
2015-09-26,FQ42015,25.1,702.8,416.1,453.5,1265.8,7642.5,117.0,3221.0,0.0,0.0,0.0,943.4,5563.3,3646.2,-393.7,42273,5290,2079.2,491.3,232.5,0.0,-593.2,34.0,2.3,25.1,IQ108544
2015-12-26,FQ12016,84.9,695.2,410.5,452.5,1387.7,7679.5,112.0,3239.1,0.0,0.0,-18.9,915.4,5513.2,3632.4,159.0,42364,0,2166.3,650.3,171.4,0.0,-22.7,0.0,31.1,84.9,IQ108544
2016-03-26,FQ22016,68.9,693.3,422.6,455.8,1092.6,7286.3,118.5,3098.0,0.0,0.0,0.0,841.0,5241.9,3405.7,-334.0,42455,0,2044.4,316.3,150.9,0.0,-458.8,0.0,5.2,68.9,IQ108544
2016-06-25,FQ32016,84.9,717.4,426.2,471.0,1220.0,7306.7,131.2,3088.8,0.0,0.0,0.0,910.8,5264.0,3422.2,125.2,42546,0,2042.7,441.5,247.4,0.0,-99.9,0.0,0.0,84.8,IQ108544
2016-09-24,FQ42016,92.1,726.9,447.0,477.3,1326.6,7317.0,156.9,3049.4,0.0,0.0,0.0,901.9,5174.3,3380.2,106.9,42637,5333,2142.7,548.4,228.5,0.0,-89.3,34.8,0.0,92.1,IQ108544
2016-12-31,FQ12017,86.5,734.4,419.9,478.3,2338.1,7337.8,138.7,2615.6,0.0,0.0,-37.2,1290.7,5109.2,3322.9,97.6,42735,0,2228.6,646.0,169.6,0.0,-40.4,0.0,0.4,86.5,IQ108544
2017-04-01,FQ22017,526.8,715.4,456.7,456.3,2051.8,8706.6,177.1,2233.8,0.0,0.0,0.0,2375.4,5909.5,3308.4,488.6,42826,0,2797.1,1134.6,83.8,0.0,-45.1,23.6,81.4,526.8,IQ108544
2017-07-01,FQ32017,59.5,806.1,520.3,508.3,1536.0,8118.0,148.7,2207.6,0.0,0.0,0.0,1812.8,5252.4,3245.7,-546.2,42917,0,2865.6,588.4,-411.7,0.0,-113.1,23.2,5.3,59.5,IQ108544
2017-09-30,FQ42017,82.7,802.9,533.5,514.4,1478.6,7979.6,166.6,2172.1,0.0,0.0,0.0,1865.5,5194.9,3381.3,-47.8,43008,6233,2784.7,540.6,166.6,0.0,-110.6,56.8,0.0,82.7,IQ108544
2017-12-30,FQ12018,406.7,791.1,548.0,504.3,1638.4,8048.3,160.3,2757.7,0.0,-720.0,-1628.6,1309.9,4854.3,3353.7,123.8,43099,0,3194.0,664.4,169.1,0.0,-20.3,22.3,0.0,406.7,IQ108544
2018-03-31,FQ22018,-681.4,789.3,544.2,494.9,1635.2,7234.4,158.2,2739.2,0.0,0.0,0.0,1299.6,4788.8,3374.2,-50.2,43190,0,2445.6,614.2,97.4,0.0,-115.1,21.8,-6.0,-681.4,IQ108544
2018-06-30,FQ32018,112.9,824.0,551.7,515.4,1595.4,7091.4,167.3,2721.9,0.0,0.0,0.0,1235.2,4641.9,3270.2,-38.8,43281,0,2449.5,575.4,234.0,0.0,-241.5,21.4,0.0,112.9,IQ108544
2018-09-29,FQ42018,50.5,813.4,579.2,502.5,1723.2,7230.9,192.2,2704.6,0.0,0.0,0.0,1402.6,4802.1,3362.4,91.3,43372,6252,2428.8,666.7,232.4,0.0,-27.9,56.4,0.0,50.5,IQ108544
2018-12-29,FQ12019,98.6,830.7,578.6,516.9,1401.9,6931.5,176.3,2807.9,0.0,-695.0,-1465.4,1077.7,4537.1,3149.5,-355.6,43463,0,2394.4,311.1,104.6,0.0,-328.2,20.5,0.0,98.6,IQ108544
2019-03-30,FQ22019,-272.6,818.4,557.5,497.4,1511.0,6525.3,165.2,2799.7,0.0,0.0,0.0,1045.2,4365.5,3132.2,89.9,43554,0,2159.8,401.0,133.5,0.0,-8.0,20.1,-3.0,-272.6,IQ108544
2019-06-29,FQ32019,93.9,852.4,586.8,523.4,1591.8,6522.4,161.5,2791.6,0.0,0.0,0.0,1015.2,4305.9,3075.0,26.9,43645,0,2216.5,427.9,163.7,0.0,-104.5,19.6,0.0,93.9,IQ108544
