year,ID,lead_rating,rating,IQ_TOTAL_REV,IQ_NI_CF,IQ_AR,IQ_GP ,IQ_TOTAL_ASSETS,IQ_AP,IQ_TOTAL_LIAB,IQ_TOTAL_DEBT,IQ_CASH_FINAN,IQ_TOTAL_EQUITY,IQ_CASH_EQUIV
2014,FLS,-1.0,-1.0,-19.183500000000095,8.323499999999996,13.465000000000146,6.631000000000029,91.98700000000008,-14.77475000000004,-25.478250000001026,50.107750000000124,-27.958499999999987,117.4652500000002,42.37500000000003
2012,PKI,0.0,0.0,49.174249999999915,15.571250000000006,37.877999999999986,29.11775,324.34249999999975,9.831999999999965,324.73849999999993,269.44550000000004,-110.34174999999999,-0.39599999999995816,-135.76700000000005
2013,PKI,0.0,0.0,10.595249999999965,24.317999999999994,22.894749999999988,1.975999999999999,-9.809999999999945,2.4975000000000307,0.6479999999999109,45.855249999999955,-27.499249999999993,-10.458000000000084,-28.636500000000012
2014,PKI,0.0,0.0,19.908250000000066,-2.3584999999999994,10.852250000000026,7.664500000000032,126.00599999999986,-3.444749999999999,-19.48149999999987,-42.57549999999992,46.27274999999999,145.48749999999995,65.99725000000001
2013,ECL,2.0,2.0,353.6749999999997,66.05000000000001,281.3249999999998,171.57499999999982,2144.5999999999985,94.25,1261.3749999999982,688.8500000000004,275.25,883.2250000000004,-51.89999999999992
2014,ECL,0.0,0.0,256.7750000000001,58.74999999999997,200.67500000000018,120.07500000000005,522.4499999999971,114.97499999999991,-141.3249999999989,-53.55000000000018,-194.6,663.7749999999996,-259.6
2013,EMR,0.0,0.0,64.25,9.0,176.25,46.0,-0.75,31.25,-45.5,-105.5,-8.5,44.75,584.75
2014,EMR,0.0,0.0,-33.0,35.75,33.75,51.5,510.75,78.25,467.25,667.0,-156.5,43.5,108.0
2013,ATO,0.0,0.0,-57.42499999999973,9.450000000000003,-192.14999999999986,13.300000000000011,-205.85000000000036,47.0,-535.3000000000002,-299.5999999999999,-31.95,329.4499999999998,166.1500000000001
2014,ATO,-1.0,-1.0,109.15000000000009,0.9000000000000057,143.5999999999999,16.724999999999994,1411.5500000000002,233.54999999999995,627.7500000000009,31.899999999999977,177.75,783.7999999999997,2.75
2012,EFX,0.0,0.0,155.72500000000002,9.299999999999997,22.225000000000023,107.67500000000001,294.0500000000002,2.125,189.9749999999999,151.0999999999999,195.07500000000002,104.07499999999982,76.12499999999999
2013,EFX,0.0,0.0,57.72500000000002,39.025000000000006,9.800000000000011,50.77499999999998,631.3999999999996,-5.299999999999997,330.39999999999964,341.0,-253.625,301.0,-37.375
2014,EFX,0.0,0.0,33.125,3.8999999999999915,24.725000000000023,18.774999999999977,298.35000000000036,9.499999999999996,112.5,64.00000000000023,12.424999999999997,185.8499999999999,-35.97499999999998
2012,XOM,0.0,0.0,-3606.5,955.0,-74.0,-2474.25,10941.75,-1595.75,2493.0,-2730.75,-1403.0,8448.75,3575.75
2013,XOM,0.0,0.0,-7213.25,-3075.0,-1434.75,4765.25,7960.75,-2233.5,1830.5,5381.25,4598.0,6130.25,-9583.0
2014,XOM,0.0,0.0,-6371.0,-15.0,-3172.0,-2187.0,9562.5,-2436.75,-173.25,4331.5,-603.0,9735.75,121.25
2013,FMC,-1.0,-1.0,116.22500000000002,-30.57499999999999,212.8499999999999,17.524999999999977,691.1750000000002,9.899999999999977,616.5499999999997,577.3499999999999,104.85,74.625,21.25
2014,FMC,-1.0,-1.0,-154.0250000000001,3.3999999999999915,316.07500000000005,-32.625,457.84999999999945,5.25,263.7000000000003,248.54999999999995,-180.27499999999998,194.1500000000001,11.974999999999994
2012,NEE,1.0,1.0,-271.5,-3.0,-32.75,-26.0,6124.5,-50.0,5217.0,3727.5,902.0,907.5,-146.0
2013,NEE,0.0,0.0,220.0,-0.75,248.0,251.25,4861.75,33.75,3540.0,2524.25,-939.5,1321.75,119.25
2014,NEE,0.0,0.0,471.25,139.25,217.25,321.5,5796.75,239.5,3884.5,1064.25,-32.5,1912.25,137.5
2013,FDX,0.0,0.0,401.75,-117.75,294.0,109.5,3113.75,118.25,2826.25,787.25,357.0,287.5,1202.75
2014,FDX,0.0,0.0,320.0,190.75,262.0,270.75,1403.5,159.75,999.75,1405.75,-975.75,403.75,358.0
2013,FRT,0.0,0.0,44.571500000000015,-4.6847499999999975,6.223500000000001,31.251250000000013,329.30600000000004,39.42474999999999,201.62400000000025,125.21825000000035,30.252499999999998,127.68200000000024,4.9435
2014,FRT,-1.0,-1.0,12.105499999999978,15.987999999999996,13.791999999999987,6.955249999999992,373.3737499999993,12.228250000000003,125.60249999999996,95.89150000000018,-22.71325,247.77124999999978,-41.87975000000001
2012,RF,1.0,1.0,47.6880000000001,-21.949000000000005,17.921999999999912,29.98350000000005,-201.38949999999932,-57.299999999999955,231.02100000000064,215.3745000000008,-85.14375000000001,-432.4105000000004,-188.236
2013,RF,-1.0,-1.0,212.54199999999992,189.874,-45.817499999999995,236.4515,-1744.5825000000023,-58.8275000000001,-1685.098,-1871.9314999999997,5.038500000000056,-59.484500000000025,553.2685
2014,RF,-1.0,-1.0,-281.2662500000001,-162.482,88.34900000000005,-195.44650000000001,300.9775000000009,85.37750000000028,270.77299999999923,159.16499999999996,295.4115,30.204499999999825,-60.649
2012,MTB,0.0,0.0,139.515,42.50475,0.0,139.515,5672.990249999988,6106.477249999996,4970.823250000001,-1352.15675,1429.40775,702.1670000000013,258.12300000000005
2013,MTB,0.0,0.0,72.91200000000003,27.245499999999993,0.0,72.91200000000003,2885.58425,2835.422000000006,1822.0077499999898,-870.2567499999996,-784.3805,1063.5764999999992,166.4965000000002
2014,MTB,0.0,0.0,-5.428750000000036,-18.05849999999998,0.0,-5.428750000000036,9412.100250000018,5507.556749999989,8096.148000000016,2545.9162499999993,2338.545,1315.9522500000003,-103.92100000000005
2012,F,-2.0,-2.0,-676.25,-3637.0,1127.0,-492.25,15208.0,849.25,5124.5,2995.5,1986.5,10083.5,-2878.0
2013,F,-2.0,-2.0,3339.5,379.25,915.75,140.25,13768.25,2356.5,9873.25,8709.75,1107.0,3895.0,-1206.25
2014,F,-1.0,-1.0,-710.0,-1487.75,38.0,-823.75,10751.75,759.5,5560.0,8368.75,-1177.5,5191.75,-566.75
2013,BEN,0.0,0.0,221.00000000000023,54.69999999999993,108.52825000000007,113.15000000000009,1104.4480000000021,-20.192000000000064,196.99024999999983,113.86824999999999,-233.3,907.4577500000014,440.6229999999996
2014,BEN,0.0,0.0,126.59999999999991,58.52499999999998,-220.10000000000014,94.22500000000002,1305.949999999997,18.825000000000045,-280.6999999999989,-46.125,205.70000000000005,1586.6499999999978,1423.6999999999998
2013,GPS,0.0,0.0,275.5,75.5,8.5,224.25,-50.5,48.25,34.25,-120.5,-219.75,-84.75,-151.75
2014,GPS,-1.0,-1.0,124.25,36.25,32.75,30.5,71.0,11.25,-95.75,-149.5,119.25,166.75,-287.5
2012,GD,0.0,0.0,-291.0,-864.5,104.75,-140.75,1392.0,-135.5,1760.75,308.0,6.25,-368.75,628.0
2013,GD,0.0,0.0,-2157.5,698.5,-69.75,-283.25,-4.75,-117.75,678.75,-3.5,154.0,-683.5,1381.5
2014,GD,0.0,0.0,1992.25,167.75,-380.0,400.5,-235.75,-114.5,-536.75,-9.0,-753.75,301.0,190.5
2012,GE,0.0,0.0,775.25,-127.5,479.0,-121.75,-34284.25,298.0,-34504.25,-35346.5,-1052.75,220.0,-1284.5
2013,GE,0.0,0.0,-249.0,-146.0,1392.0,-575.75,-34122.5,8.25,-39551.5,-40245.25,1375.25,5429.0,6596.5
2014,GE,0.0,0.0,-7157.75,544.0,1112.25,-6211.25,-10033.25,-423.75,-18743.0,-40250.25,7154.25,8709.75,-4176.75
2013,GIS,0.0,0.0,279.0499999999993,71.97499999999997,102.52500000000009,99.04999999999973,1285.9500000000007,169.94999999999982,1025.7999999999975,457.14999999999964,-118.4,260.15000000000055,483.02500000000003
2014,GIS,0.0,0.0,33.875,-7.699999999999989,77.375,-17.77500000000009,281.9499999999971,175.54999999999995,452.0749999999989,414.52500000000146,-170.97499999999997,-170.125,-122.10000000000002
2012,GM,-1.0,-1.0,495.0,-750.5,439.25,-398.5,4424.5,1283.0,5511.0,2901.75,-1095.75,-1086.5,-148.5
2013,GM,-2.0,-2.0,792.75,-210.5,-933.0,-13.0,11177.25,-170.0,12025.5,12939.5,2118.0,-848.25,-860.5
2014,GM,0.0,0.0,125.5,-349.25,-24.0,-737.5,13836.25,-697.75,12079.75,13033.75,486.0,1756.5,-1000.5
2012,GWW,0.0,0.0,217.96500000000015,7.864500000000021,110.20974999999999,101.34200000000021,527.5735000000004,26.912499999999966,146.67075000000023,27.684750000000122,-54.24749999999999,380.9027500000002,-8.796999999999969
2013,GWW,0.0,0.0,121.92824999999993,26.788749999999993,84.11749999999995,55.080749999999966,262.72000000000025,10.18950000000001,-63.012500000000045,-2.6690000000000964,-49.10825000000001,325.7325000000001,120.88224999999994
2014,GWW,0.0,0.0,131.79874999999993,1.173249999999996,113.40775000000008,44.439750000000004,148.3164999999999,57.562500000000114,53.125999999999976,-26.943750000000023,-41.813500000000005,95.19050000000016,-172.81174999999996
2013,HAL,0.0,0.0,2047.25,39.75,677.25,197.75,2078.0,215.0,2545.75,1498.0,-409.0,-467.75,-513.75
2014,HAL,0.0,0.0,867.0,343.75,709.5,217.25,2803.75,495.0,2148.75,1488.75,181.0,655.0,378.75
2012,HAS,-1.0,-1.0,-49.15149999999994,-12.341999999999999,-89.64675,0.3975000000000364,146.73649999999998,-6.921500000000037,138.5397499999999,156.7717500000001,39.07650000000002,8.196749999999838,217.3347500000001
2013,HAS,-1.0,-1.0,-1.7065000000000055,-12.450250000000011,31.305500000000052,-10.774999999999977,136.95600000000013,27.869000000000028,40.34349999999995,-83.80749999999989,-30.407500000000006,96.61249999999995,37.577999999999975
2014,HAS,1.0,1.0,48.76249999999982,32.43299999999999,60.344249999999874,48.407749999999965,-9.105499999999665,23.29649999999998,-1.143000000000029,71.1239999999998,27.513250000000006,-7.962499999999864,-159.1875000000001
2012,HSY,0.0,0.0,140.86599999999976,7.992250000000013,53.94849999999997,80.84424999999999,418.6355000000003,3.6307499999999777,361.9852500000002,168.93750000000023,-37.01350000000001,56.65025000000003,-44.24000000000001
2013,HSY,0.0,0.0,125.45674999999983,39.88475,13.50750000000005,95.22124999999994,304.4637499999999,30.60850000000005,8.458999999999833,-57.417000000000144,35.070750000000004,296.00474999999994,191.66600000000005
2014,HSY,0.0,0.0,68.9222500000003,6.610500000000002,101.7285,14.134500000000003,543.8332499999997,41.583500000000015,242.8095000000003,237.69300000000044,-68.17824999999999,301.02375000000006,-174.41325000000006
2013,HPQ,2.0,2.0,-2014.75,4440.75,-1385.0,-506.0,-14044.5,26.5,-4980.5,-4172.25,-1020.75,-9064.0,2878.0
2014,HPQ,0.0,0.0,-211.0,-25.0,-811.0,222.0,-2264.5,1480.0,-5490.5,-3927.5,343.0,3226.0,2352.5
2013,HLT,1.0,1.0,-392.0,-26.25,-7.0,19.75,3862.0,-698.75,5286.75,7411.0,200.25,-886.0,282.25
2014,HLT,2.0,2.0,120.25,64.5,275.0,84.75,6345.25,513.0,4257.0,-2133.5,198.25,1549.5,91.0
2012,HFC,-1.0,-1.0,1162.7990000000004,175.94375000000005,-374.586,310.93649999999997,3048.861499999999,-243.64224999999988,469.97900000000027,290.54949999999985,-138.9265,2578.8825,758.5722499999999
2013,HFC,-1.0,-1.0,17.458999999999833,-247.83250000000004,45.956500000000005,-394.4079999999999,475.5685000000012,72.98675000000003,-148.08524999999963,-255.64424999999983,-96.81174999999996,623.6537499999995,-347.6015
2014,HFC,-1.0,-1.0,-99.05825000000004,-113.63750000000003,-35.782249999999976,-170.98975000000007,-373.68274999999994,-32.23900000000003,-59.36125000000038,-31.8262500000003,80.41074999999995,-314.3214999999991,-459.87524999999994
2013,HD,-1.0,-1.0,1089.75,163.0,161.75,395.0,234.25,425.0,477.75,32.5,-246.5,-243.5,617.75
2014,HD,-1.0,-1.0,1014.5,212.5,35.0,387.0,672.75,368.5,3802.0,3261.0,-404.5,-3129.25,872.25
2013,HRL,0.0,0.0,130.24599999999964,6.540249999999986,37.83850000000001,20.24124999999998,359.0145000000002,23.584000000000003,94.9659999999999,0.0,-0.693000000000005,264.04850000000033,-93.76675
2014,HRL,0.0,0.0,141.15050000000065,19.116500000000002,42.88574999999997,39.16674999999998,457.3615000000009,34.916499999999985,5.620499999999993,0.0,-8.462249999999997,451.74099999999953,22.597499999999968
2013,CNP,-1.0,-1.0,163.5,-26.5,111.25,-88.5,-675.25,95.25,-669.25,-1284.25,-230.0,-6.0,-604.5
2014,CNP,-1.0,-1.0,280.0,75.0,122.25,-3.75,489.75,117.0,312.75,-6.5,207.0,177.0,-14.0
2013,JBHT,-1.0,-1.0,132.3977500000001,8.006999999999977,93.09075000000001,23.283000000000015,295.78800000000047,38.431250000000034,82.20775000000026,-12.129999999999995,11.685749999999999,213.58024999999986,0.15524999999999967
2014,JBHT,-1.0,-1.0,145.21775000000025,8.102500000000006,91.35374999999999,33.36799999999997,492.55375000000004,9.58850000000001,306.89275,209.05899999999997,36.150000000000006,185.66100000000006,29.608250000000005
2012,HBAN,-2.0,-2.0,50.19174999999984,24.602249999999998,0.0,50.19174999999984,2416.972750000001,3702.703499999996,1995.2095000000045,-1751.5605,62.42175000000003,421.76324999999906,-277.18349999999964
2013,HBAN,0.0,0.0,-12.353499999999826,0.06499999999999773,0.0,-12.353499999999826,797.0699999999924,797.5827500000014,570.6922499999928,-222.10749999999962,684.432,226.37775000000056,-114.70700000000011
2014,HBAN,0.0,0.0,34.48124999999993,-2.2224999999999966,0.0,34.48124999999993,6821.856750000006,3172.5417499999967,6490.101750000009,3203.7739999999994,342.5034999999999,331.7549999999992,90.19000000000005
2012,ITW,0.0,0.0,-473.0,90.0,42.602750000000015,-100.25,920.588499999998,-34.24874999999997,825.4222499999996,935.2150000000001,-364.75,95.16625000000022,754.24575
2013,ITW,0.0,0.0,640.0,-77.5,-387.0,308.75,481.25,-86.5,576.5,462.25,-16.0,-95.25,1059.25
2014,ITW,0.0,0.0,87.25,-56.25,-145.25,57.5,-380.75,-59.5,1879.75,2054.25,-104.0,-2260.5,1397.0
2012,INTC,0.0,0.0,-164.5,-484.25,245.0,-151.5,7412.5,254.75,5434.75,4056.75,2423.0,1977.75,176.25
2013,INTC,0.0,0.0,-158.25,-346.25,-260.25,-407.5,12173.0,-247.5,6490.25,4682.0,-1022.5,5682.75,-404.75
2014,INTC,0.0,0.0,790.5,521.0,189.25,1022.0,3647.0,-42.0,1026.75,-113.75,-2028.25,2620.25,-1625.25
2012,IBM,0.0,0.0,-602.25,187.25,-240.5,40.75,2786.25,116.5,4436.75,2478.5,430.0,-1650.5,-670.5
2013,IBM,-1.0,-1.0,-7593.75,-836.75,17.0,-3462.5,3077.25,-546.75,3568.0,3001.5,1355.0,-490.75,-1022.25
2014,IBM,-1.0,-1.0,4665.25,-313.25,-723.75,2489.5,1665.75,-473.25,6508.75,8364.5,-1519.0,-4843.0,-942.5
2012,IFF,0.0,0.0,8.356999999999971,-3.1829999999999927,3.866000000000099,17.71950000000004,117.63625000000002,-5.552250000000015,34.26099999999997,-23.169500000000085,31.527749999999997,83.37525000000005,42.95075000000001
2013,IFF,0.0,0.0,32.862499999999955,24.852499999999992,18.785749999999894,29.184499999999957,205.22749999999996,4.986249999999984,39.99475000000007,61.572750000000156,-60.610499999999995,165.23275000000012,202.95774999999998
2014,IFF,-1.0,-1.0,33.90925000000004,15.249750000000006,16.683750000000032,19.37975,131.82600000000002,22.110500000000002,-42.5145,-40.175749999999994,3.6769999999999925,174.34050000000002,16.062250000000006
2012,IP,0.0,0.0,449.75,-132.0,206.5,48.0,6790.0,207.0,7195.75,2044.0,-384.25,-405.75,-1247.5
2013,IP,0.0,0.0,-2549.5,41.25,206.25,-468.25,-572.75,173.5,-967.75,-1012.75,-13.75,395.0,-427.25
2014,IP,0.0,0.0,9.75,-174.75,-315.5,33.0,-2444.0,-119.25,-1868.25,-263.75,-85.5,-575.75,12.75
2012,IPG,-2.0,-2.0,-14.600000000000136,-21.39999999999999,-30.350000000000364,-12.050000000000068,-93.32500000000255,932.6499999999996,-8.049999999999272,108.32500000000027,168.075,-85.27500000000009,-225.125
2013,IPG,-1.0,-1.0,41.52500000000009,-44.7,220.02500000000055,3.1250000000001137,37.975000000000364,-56.57499999999891,105.22500000000036,99.07500000000005,-335.9,-67.25,-235.37499999999977
2014,IPG,0.0,0.0,103.70000000000005,52.3,175.125,34.97499999999991,-94.52499999999964,183.8249999999989,85.19999999999891,-232.9000000000001,217.1,-179.72500000000036,-418.2500000000002
2012,JNJ,0.0,0.0,548.5,295.25,370.5,299.0,6628.25,-360.0,4182.0,-1020.75,-4027.5,2446.25,-695.75
2013,JNJ,0.0,0.0,972.0,744.5,602.75,776.0,8308.75,493.75,811.25,-1900.5,3617.75,7497.5,-1103.25
2014,JNJ,0.0,0.0,804.75,623.0,26.0,628.75,6377.0,790.5,1228.0,1054.5,-1542.25,5149.0,-1998.5
2013,JCI,0.0,0.0,-2811.25,-27.75,29.75,-427.0,936.25,41.75,383.5,-99.25,-159.75,552.75,223.25
2014,JCI,0.0,0.0,2009.75,35.5,-630.0,466.25,387.75,-522.5,807.5,612.5,5.0,-419.75,-304.5
2013,KLAC,0.0,0.0,-82.29075000000012,-53.216500000000025,-55.74599999999998,-59.14974999999998,329.0629999999992,-19.734499999999997,12.923999999999978,0.5430000000000064,-16.101749999999996,316.1390000000001,77.67650000000003
2014,KLAC,0.0,0.0,21.656749999999874,9.901499999999999,-14.533500000000117,22.779250000000047,282.72850000000017,9.299749999999989,105.56324999999993,-0.16150000000004638,-7.594250000000002,177.16525000000001,-72.85775000000001
2012,KMI,0.0,0.0,507.5,-69.75,269.5,510.0,29998.05,314.19999999999993,18753.725,15018.724999999999,660.25,11244.325,357.3
2013,KMI,0.0,0.0,1024.25,219.5,371.25,372.75,13486.25,412.5,5955.25,4228.25,-919.75,7531.0,219.75
2014,KMI,0.0,0.0,539.0,-41.75,227.25,271.5,5099.25,166.75,2386.75,3247.0,391.5,2712.5,-468.5
2013,KSU,-2.0,-2.0,32.674999999999955,-6.474999999999994,13.999999999999972,22.549999999999983,538.7250000000004,-23.624999999999943,250.42499999999927,226.00000000000023,128.25,288.2999999999997,38.05000000000001
2014,KSU,-1.0,-1.0,51.950000000000045,37.8,-3.2499999999999716,35.900000000000006,821.3249999999989,22.774999999999977,479.1750000000002,340.39999999999964,-99.12500000000001,342.15000000000055,93.1
2013,K,0.0,0.0,-2.7862499999996544,32.5975,263.74675,-2.7862499999996544,3933.006999999998,78.743,1228.7114999999994,654.4895000000001,769.0967499999999,2704.2955000000075,306.9487499999998
2014,K,0.0,0.0,-501.13400000000047,-53.40375000000002,116.42200000000003,-501.13400000000047,16076.256249999999,526.2622499999999,7987.162750000001,6958.29175,165.80299999999994,8089.093499999988,283.29650000000015
2012,KMB,0.0,0.0,54.25,39.75,103.0,142.0,-103.0,84.0,-82.5,-284.75,-15.25,-20.5,161.25
2013,KMB,0.0,0.0,-1304.0,-36.75,-92.5,-415.5,-380.0,89.5,301.75,35.5,112.25,-681.75,92.0
2014,KMB,0.0,0.0,969.25,-19.25,-53.75,314.5,-1190.5,132.25,-92.25,101.5,-135.0,-1098.25,63.0
2013,KR,0.0,0.0,1561.5,223.75,103.5,258.5,671.25,173.75,1532.0,862.75,196.75,-860.75,-14.0
2014,KR,0.0,0.0,439.0,5.5,27.5,94.0,1707.5,286.0,709.25,335.25,490.25,998.25,2.5
2013,LRCX,-2.0,-2.0,233.43100000000004,-13.711000000000002,38.689750000000004,79.9975,2351.7777499999993,4.570000000000022,815.338,408.67650000000003,-48.76075000000003,1536.4397500000005,-259.5070000000003
2014,LRCX,-1.0,-1.0,252.09824999999978,129.6025,216.10349999999994,151.10549999999995,265.67225000000053,64.19799999999998,192.90200000000004,123.79674999999997,181.26375000000002,72.77025000000049,62.62000000000012
2012,LEG,1.0,1.0,17.524999999999977,23.725,4.550000000000011,19.475000000000023,209.47499999999945,20.224999999999966,215.74999999999977,193.5250000000001,66.75,-6.275000000000091,71.47500000000002
2013,LEG,0.0,0.0,-57.22500000000002,-12.725000000000001,-6.925000000000068,-9.199999999999989,45.725000000000364,32.0,-5.100000000000136,-74.90000000000009,-99.42499999999998,50.825000000000045,40.39999999999998
2014,LEG,0.0,0.0,-162.04999999999995,-29.974999999999994,29.425000000000068,-30.825000000000017,-82.40000000000055,32.44999999999999,97.52500000000009,27.475000000000023,83.49999999999999,-179.92499999999995,-38.19999999999999
2012,LEN,1.0,1.0,252.43674999999996,146.73125,-10.094000000000001,67.04425,785.2517499999994,0.5237500000000068,313.5767500000002,405.0839999999989,40.434499999999986,471.6750000000002,-111.63549999999998
2013,LEN,0.0,0.0,457.49075000000016,-49.8625,36.557249999999996,146.11374999999998,1228.964250000001,75.5555,741.4919999999993,547.4832500000011,-137.06725,487.47224999999935,-60.955749999999966
2014,LEN,-1.0,-1.0,461.1792499999999,39.810500000000005,74.81775,105.666,1379.844000000001,118.61975000000001,637.5260000000007,578.7612499999996,220.80275,742.3180000000002,59.791000000000054
2012,LLY,1.0,1.0,-420.77499999999964,-64.77499999999986,-367.625,-352.9249999999993,398.52500000000146,78.64999999999986,-390.625,-1373.375000000001,-512.4249999999998,789.1500000000015,-1833.5249999999996
2013,LLY,0.0,0.0,127.42500000000018,149.04999999999973,177.4749999999999,99.52499999999964,492.42499999999563,-120.69999999999982,-699.4499999999971,-174.94999999999982,147.57499999999993,1191.875,-470.9499999999998
2014,LLY,0.0,0.0,-874.375,-573.5749999999998,-354.8249999999998,-880.4750000000004,1497.8250000000044,-14.050000000000182,326.5,789.2750000000005,938.55,1171.3250000000007,-307.7750000000001
2014,LB,0.0,0.0,78.5,37.5,25.0,-8.5,7.75,51.75,292.5,184.5,284.0,-284.75,-230.5
2012,LNC,0.0,0.0,223.75,311.25,2.25,-79.0,13586.5,-97.5,12847.25,166.75,123.25,739.25,726.25
2013,LNC,0.0,0.0,108.5,-17.25,36.5,34.0,15269.0,-88.0,15927.25,-48.0,-65.75,-658.25,-1670.25
2014,LNC,0.0,0.0,-525.0,-19.5,43.25,-627.5,19591.5,-90.5,18064.25,121.75,-490.25,1527.25,-399.25
2012,LMT,0.0,0.0,170.75,197.5,140.75,91.0,2053.5,-56.25,3244.75,561.25,188.25,-1191.25,-225.25
2013,LMT,0.0,0.0,-456.0,59.0,66.75,84.75,-270.5,-368.25,-504.25,-261.25,-159.5,233.75,-670.5
2014,LMT,0.0,0.0,60.5,158.25,-475.0,220.25,-1368.5,-8.0,-3843.5,-31.0,-152.0,2475.0,-19.75
2013,LOW,1.0,1.0,78.0,30.0,0.0,-6.25,376.25,117.0,2744.0,2475.25,-196.0,-2367.75,665.25
2014,LOW,0.0,0.0,723.75,81.75,0.0,287.25,-977.75,338.75,845.0,364.5,91.0,-1822.75,-689.0
2012,MRO,1.0,1.0,-779.5,-421.5,-695.75,-117.25,-2575.5,-1143.75,-1653.25,39.75,920.0,-922.25,-3308.25
2013,MRO,1.0,1.0,-103.0,123.25,78.75,-154.0,1897.0,30.75,819.75,724.0,-636.75,1077.25,-172.0
2014,MRO,0.0,0.0,-126.0,323.25,-391.0,-146.0,804.0,187.0,-439.0,-165.5,-107.75,1243.0,1165.0
2012,HST,0.0,0.0,32.75,19.0,0.0,26.0,217.0,-36.5,-56.0,-99.5,-233.25,273.0,77.5
2013,HST,0.0,0.0,25.5,64.0,0.0,36.25,-245.0,50.25,-562.5,-673.0,-47.0,317.5,58.75
2014,HST,-1.0,-1.0,53.0,103.75,0.0,34.5,-662.0,45.5,-844.75,-871.25,-183.25,182.75,-195.0
2013,MMC,-1.0,-1.0,84.25,45.25,229.0,61.25,773.75,47.75,59.0,-23.25,-50.25,714.75,-72.25
2014,MMC,-2.0,-2.0,172.5,27.0,179.25,100.25,1153.5,35.5,487.25,601.25,-33.5,666.25,255.5
2013,MAS,1.0,1.0,127.75,66.75,39.75,56.25,-385.75,62.5,-360.25,-474.5,48.0,-25.5,-339.5
2014,MAS,0.0,0.0,207.75,119.25,-20.0,88.5,207.75,17.0,-210.25,-101.25,29.5,418.0,68.25
2012,MKC,0.0,0.0,79.14999999999986,8.400000000000006,37.02499999999992,23.825000000000045,349.59999999999945,24.774999999999977,300.0499999999997,192.0999999999999,-128.025,49.549999999999955,18.1
2013,MKC,0.0,0.0,27.299999999999955,-4.700000000000003,31.375,12.02499999999992,207.44999999999982,4.199999999999989,95.45000000000027,38.625,19.6,112.0,20.875
2014,MKC,0.0,0.0,29.950000000000273,12.224999999999994,13.450000000000045,16.07499999999999,156.95000000000073,5.099999999999966,21.200000000000273,27.15000000000009,-25.750000000000007,135.75000000000023,-2.1499999999999915
2013,MCD,0.0,0.0,134.67500000000018,30.27500000000009,-10.150000000000091,21.600000000000364,1219.300000000003,18.475000000000136,294.25,136.87500000000182,-48.30000000000007,925.0500000000011,50.600000000000364
2014,MCD,0.0,0.0,-166.10000000000036,-207.0250000000001,-42.92500000000018,-111.75000000000045,910.7749999999942,-20.125000000000114,1608.6749999999993,1408.375,-143.82500000000005,-697.8999999999996,456.8499999999999
2013,MCK,0.0,0.0,-166.25,-16.25,222.75,65.0,940.25,143.5,611.0,141.25,237.25,329.25,-1093.25
2014,MCK,0.0,0.0,-5627.25,-111.25,1305.75,-263.5,6685.25,2262.0,5659.0,2176.0,220.75,1026.25,615.75
2013,CVS,0.0,0.0,910.25,182.0,1343.25,324.0,2267.75,335.0,1512.0,1038.75,905.75,755.75,419.25
2014,CVS,0.0,0.0,-6112.25,-317.25,2160.5,-1262.5,5373.75,588.5,5666.5,2520.0,-724.0,-292.75,-82.0
2013,MRK,0.0,0.0,-808.5,-441.0,-429.75,-739.25,418.25,372.75,5573.0,5847.5,-680.75,-5154.75,-1098.5
2014,MRK,0.0,0.0,-449.0,1879.0,-846.75,-257.25,-4711.25,146.0,-1508.25,-41.0,-2280.75,-3203.0,-3360.75
2013,MU,-1.0,-1.0,209.75,555.5,295.5,230.0,1039.5,89.5,1487.75,1463.25,-43.75,-448.25,206.0
2014,MU,0.0,0.0,1821.25,463.75,1158.75,925.5,5542.0,798.75,3474.25,2001.5,-455.25,2067.75,1672.0
2013,ETR,0.0,0.0,272.21725000000015,-33.69275000000002,135.1255,43.55200000000002,1427.9547499999971,-62.99824999999987,1122.7309999999998,740.6295000000009,-229.74375,305.223750000001,-142.9805
2014,ETR,0.0,0.0,275.9935000000005,57.20475000000002,4.02800000000002,122.64324999999985,1549.447500000002,73.9704999999999,871.4742499999993,155.55174999999872,32.16275000000003,677.9732499999991,592.5812500000001
2012,MMM,0.0,0.0,73.25,40.25,109.25,75.25,1641.75,35.0,1199.25,322.0,404.25,442.5,-41.5
2013,MMM,0.0,0.0,241.75,53.75,162.5,136.5,401.0,29.75,-442.5,-44.5,-797.0,843.5,-190.25
2014,MMM,0.0,0.0,237.5,74.25,124.75,152.25,-952.75,14.0,1029.5,1011.75,-339.25,-1982.25,-721.5
2013,MSI,0.0,0.0,-10.5,-10.0,74.75,-18.75,-167.25,1.0,541.5,677.75,410.25,-708.75,360.25
2014,MSI,0.0,0.0,-86.75,114.5,-273.0,-71.25,-641.25,-31.5,-1038.5,472.0,-288.75,397.25,1159.0
2012,BAC,1.0,1.0,-1319.75,685.5,0.0,-1319.75,-41521.5,28031.75,-49179.25,-82135.75,36767.5,7657.75,-48561.0
2013,BAC,1.0,1.0,2955.25,1810.75,0.0,2955.25,-47843.5,40062.75,-45157.5,-91707.0,-34464.5,-2686.0,-175961.75
