year,ID,rating,IQ_TOTAL_REV,IQ_NI_CF,IQ_AR,IQ_GP ,IQ_TOTAL_ASSETS,IQ_AP,IQ_TOTAL_LIAB,IQ_TOTAL_DEBT,IQ_CASH_FINAN,IQ_TOTAL_EQUITY,IQ_CASH_EQUIV
2012,AAL,12.494205802387437,0.08427427798608977,0.029405900394503897,0.01724945135260522,0.2475663177811555,-0.3904739610582168,-0.09034260385376588,-0.02283050973598699,-0.20563480375391355,-0.0304619035741595,-1.259310496431359,0.04244172176972424
2013,AAL,-1.1995565595327888,0.26944931464284416,-0.0018609053729562253,0.04710912223514607,0.5312596638864309,0.22812517620361528,-0.14507008319633696,0.20978309806393683,0.4154732605225781,0.3254417453977385,0.1586409277040084,0.07087906914366976
2014,AAL,-15.167194190711,2.9272113086562,2.393894015235382,0.17219399807764452,2.1506758479040444,1.008452397690664,-0.1681850121710587,0.22871248984991258,0.606786336528802,-0.4173571624284419,2.7536809912276805,0.07955425992483542
2012,PNW,-0.788743704943373,-0.0696748866635866,-0.0018255380024980003,-0.07923137991311852,-0.04942909410816723,-0.23170046252331924,-0.1479933348948436,-0.18801783402912564,-0.04751532223799737,0.005395589005629426,-0.2347237859973987,-0.001119362867172661
2013,PNW,-1.3364941826590166,-0.05223351233937914,-0.01081448837534954,-0.053512213866082944,-0.08562144785689713,-0.2599254530359725,-0.1458667614291692,-0.23021520269319354,-0.0297517945183677,0.00842027015721505,-0.20663955549805804,0.025065278638407178
2014,PNW,-1.3364941892320261,-0.0740958698782021,-0.027734956001408996,-0.07181760366515845,-0.1041670247617822,-0.2540535179403449,-0.14284391620914969,-0.21829028971825237,-0.004997426331585828,-0.007897912148146476,-0.22172444541348948,0.02047520279911441
2012,ABT,0.9914454137733409,-3.3574631365879144,0.6094056599514753,-0.0599733037419579,-5.19894271513803,-0.027178237174078454,-0.13535635776383723,-0.02916967687261359,0.07079788960391094,0.6156086907563707,-0.006630585114502145,0.4375171452690997
2013,ABT,2.634696897861069,-1.2659367691145873,-2.003961615663108,-1.507101079843129,-1.6367178822761057,-2.1455720385121326,-0.23268598005296431,-2.124399546705793,-1.633371783833113,-0.7414694180371197,-1.0474783485978636,-0.47727081562221857
2014,ABT,0.1698196717294771,0.8683895708221324,0.07143668847535194,-0.13016676656890638,1.1524955560521495,-0.41373383354050547,-0.14584427595363098,-0.31944131940446274,0.03572114914830021,0.4357118928179643,-0.4669893195505647,-0.08498020035688185
2012,AMD,-1.062618941336319,0.02179421974614512,-0.9721570253369236,-0.10642387641180945,-0.1911076525853351,-0.32665006034825134,-0.1076176037229225,-0.20571836435610769,-0.007261918373575174,-0.0057685886033564645,-0.505254958015722,0.05468058013319446
2013,AMD,3.045509768883001,-0.10429846576528397,0.5404387749872538,-0.0667919496040734,-0.07552888194985256,-0.3337113314691333,-0.16377883811536287,-0.23732861083365941,-0.01854985533987914,-0.008467857851177039,-0.43638192990841257,-0.025555935432026503
2014,AMD,0.1698196717294771,-0.042007169030595946,-0.18741145763230974,-0.014456090093583618,-0.15170579895960243,-0.27942355253013385,-0.14227251236732374,-0.22512033457779435,-0.019713560181766145,-0.002769400550222492,-0.28783831049667924,0.03423448733775009
2013,APD,0.1698196717294771,0.0262678674207274,-0.1121148384972295,-0.017898095791680127,-0.025838766544067443,-0.0821643326873342,-0.1451190406858447,-0.057047813917210435,0.1968868220386623,0.013306247414575596,-0.11151410348779818,0.032758625005684563
2014,APD,0.1698196717294771,-0.032267075359354094,-0.02467029646561156,-0.07841007609291657,-0.04877940132171629,-0.2358343940160851,-0.1558022642891389,-0.2608603914963087,-0.011358159417017523,-0.08372748339781885,-0.03478199188201771,0.00857968040938176
2012,ALK,-0.6518060703143869,-0.017090650336720737,0.013003641631246128,-0.06257902149410037,-0.030873447840688843,-0.2595271156065683,-0.14400350931777567,-0.21692897502547195,-0.05803048160896566,0.013226269066492028,-0.24431641826716669,0.02060615858360354
2013,ALK,-0.7887436885108597,-0.023131018504932908,0.07502468257981457,-0.05996222851857588,-0.0422562055547894,-0.24874221598464244,-0.14860201636796616,-0.22883532616963284,-0.053162316353738345,-0.029762093028428242,-0.17270543663487467,0.024331811056012856
2014,ALK,-2.431995189031101,-0.004821152495039761,0.026330476876393064,-0.052242146337671685,0.0619398073665926,-0.2480678759451241,-0.1465388078815689,-0.23698730418564598,-0.03119544795505128,-0.019764799517981668,-0.14646735806588626,0.022175612185507367
2012,HON,0.1698196717294771,0.1333522693528137,0.8587451091117249,-0.07146091632388889,0.5225036964140458,-0.15300182390932704,-0.13611785654349468,-0.176444755699571,-0.007300708534971408,-0.05375559745350002,-0.0013943839675111707,0.14514014209613763
2013,HON,0.1698196717294771,0.18129769168799778,0.48815657517936967,0.14667755205074595,0.4857286330300286,-0.046969231836919055,-0.1181784336024474,-0.2276932616166648,0.03901474417213145,0.07121057142708216,0.5093303552560081,0.14550010851859263
2014,HON,0.1698196717294771,0.15505984245732618,0.13807086470108662,0.12159542850941164,0.19721950481494152,-0.05010252899023646,-0.08083086303512094,-0.32320661434534687,0.11046622146399365,-0.18991873506578236,0.7792694351838725,0.2256286341570771
2012,HES,0.1698196717294771,-2.9285481074149877,0.14165885880554926,-0.14768451254041134,0.8976969026057449,0.10004597879880724,-0.2616938171308255,0.04401308455956674,0.29301272099466874,0.12959476552809016,0.21054635650156633,-0.09823315612569233
2013,HES,0.1698196717294771,-2.317527114899275,1.5281622948871825,-1.0633448927312006,-0.4625426442292715,-0.24661475262764357,-0.4344088461870291,-0.559233288625405,-0.23170179221218248,-0.6017072547610768,0.8051064614055395,0.07073508257468775
2014,HES,0.1698196717294771,-0.2832443727485696,-1.4252694236719197,0.12354987969445068,-0.513765053942724,-0.4310478886884937,-0.0647798004036576,-0.4050414467959521,-0.08239846099807957,0.03801955697239954,-0.274341356500286,0.26598087011428334
2012,AEP,0.1698196717294771,-0.11335901801760223,-0.3729620098916632,-0.08340478467690524,0.006339413916947587,-0.05888938405062659,-0.14269214799167573,-0.054388247498459726,0.036415803358583805,0.05551482061568104,-0.04026561147712364,0.00475323733868505
2013,AEP,0.1698196717294771,-0.0033110604529867182,0.08988922958401692,-0.030743183302242266,-0.03656482669773912,-0.13694935226153424,-0.13674730998002263,-0.12383102319042344,0.05627636599345538,-0.015465963308489641,-0.1014260944436369,-0.003885956800235108
2014,AEP,0.1698196717294771,-1.317091137039134,-0.24225651037195292,-0.04139494226070506,-1.116175616042815,-0.02686163793128198,-0.12285737081397202,-0.03577128256720382,0.06993826083720872,-0.009267641332012766,0.013837892685561175,0.03288461325354382
2012,AXP,0.1698196717294771,0.05388367563977229,0.42664810481715304,1.5076270605662627,0.16963820727692863,-0.006463419362149062,0.5620509134721166,-0.04010587699697456,-0.72391015016899,-0.1895188433253645,0.09586081025792796,0.11893458654141313
2013,AXP,0.1698196717294771,0.21659609317098766,0.42613553423080125,0.8703673936221452,0.5251304866557613,-0.1376759139202745,0.5242837072804382,-0.04850727140961289,-0.44764662070501465,-0.06835164597875201,-0.3251670289781325,-0.10316469611332593
2014,AXP,0.1698196717294771,0.08106533239672706,0.24622325842131754,1.3113132970912305,0.053621638267826816,-0.17765951020282492,-0.0970567738433976,-0.21406725005366703,0.1617080246684182,0.3840258853689555,0.025368147671051382,-0.35686903065961456
2012,AFL,0.1698196717294771,0.4727454558042351,0.4527892047210951,-0.06690053022546447,0.456833940371158,1.2704914009257091,-0.264561327230564,1.274633585508306,0.5483683534660743,0.18198058352283022,0.571262092736601,0.09042524588297661
2013,AFL,0.1698196717294771,-0.3915934767658754,0.1262817412149951,-0.06690053022546447,-0.033938036456023606,-0.9314445260940183,-0.039391845130362646,-0.9460387382547818,-0.10679747251631047,-0.08694661190818265,-0.38486212836789446,0.05565248947382298
2014,AFL,-0.7887436934406117,-0.27172992092791515,-0.12949098137455575,-0.06690053022546447,-0.12412450142158954,0.17488182964905494,-0.14507008319633696,0.012901670875265418,0.29797786165338663,-0.13433378314769942,0.5561455042606407,0.06947520009609523
2012,AIG,0.1698196717294771,2.0353131963186213,-8.831401825869154,-0.685592910911711,3.2429827900840786,-2.9202935416363265,7.782336435707694,-3.329278043902421,-1.668256629360296,1.6296886567705988,-0.1396031928905777,-0.052733400327379505
2013,AIG,0.1698196717294771,-0.6637875673459365,2.8710972311289127,-0.34747285589995747,3.9675390984239405,-1.2069022149639228,-3.642942829982289,-0.9764412842855167,-4.027047553703862,0.8742931591212555,-1.2312368321188611,0.09424088996099968
2014,AIG,0.1698196717294771,-0.865196093454761,-0.8209487023631411,-0.34421543725822573,-0.09829439737805366,-1.4032782082903161,-0.6091870837296299,-2.3081410617613107,-1.044278093140483,-0.8088511762975298,2.0137394104197,0.048813127447177855
2012,AME,0.1698196717294771,-0.016090403120365943,0.014883750541984554,-0.04364299544598549,-0.026956903590290952,-0.2114105697564939,-0.14144506085537234,-0.1855544664242674,0.02130459171458283,0.008195730944970416,-0.17303869571040853,0.021580443702620262
2013,AME,0.1698196717294771,-0.03201734388789917,0.00627205212068785,-0.04869286298564078,-0.051269160672488934,-0.23331481441388457,-0.14049322235043596,-0.22506328385886104,-0.03469769525703303,-0.03054418129975048,-0.13138185114684328,0.0312214243952327
2014,AME,-1.062618941336319,-0.0003233433477848631,0.011189654326147096,-0.040195126394333855,-0.014958163564508142,-0.19401311895311374,-0.13997829446972074,-0.17808770088567744,0.02325309910183854,0.003371237042699105,-0.13587687670580204,0.03586527921804025
2012,AMGN,0.1698196717294771,0.24509908046473883,0.3159328581651631,-0.06049427356339206,0.34957333883444125,0.32993462863459544,-0.12905399020023628,0.9018479628050194,1.465678090164205,0.10320191066051121,-1.5285554472965517,0.06015206975451056
2013,AMGN,0.8545077906471147,0.20527040285558984,0.3538630815551967,-0.10392652211981512,0.3924775794491279,0.08676352347496169,-0.14339154069892904,0.018415085958559323,0.3045333989293501,0.2245690538773326,0.2406252825506712,0.06918722695813123
2014,AMGN,1.1283830368995673,0.1807314071722279,0.01607906514935696,-0.11652187420117781,0.09083450002546324,0.8280380558047211,-0.1369920974275613,0.6791059934399456,0.8318080627883527,-0.5662168627989914,0.8177550354364451,-0.15618775014094838
2012,ADI,0.1698196717294771,0.21357590908688157,-0.06798251101233911,0.0049798411354157026,0.248441914528394,-0.17350448571690402,-0.14003445570411316,-0.1848724044697488,0.002319251491294513,0.04811682341795057,-0.046281396686944615,0.09175712164606013
2013,ADI,0.1698196717294771,-0.811587825961878,0.11500518831525539,-0.10642387641180945,-0.7983339967952379,-0.3078956875320181,-0.1485320770972408,-0.25568040675376624,-0.06595143256607654,-0.053655624518395555,-0.29477960112339574,0.045933396067537796
2014,ADI,0.1698196717294771,0.5835484593898771,-0.18023546942338448,-0.0460530509183814,0.5373888411171004,-0.24831763151531608,-0.15395237057845393,-0.2041168485461985,0.01376234910318341,0.025522940084341316,-0.24387680319414132,0.014976283736407237
2013,APA,0.1698196717294771,-0.31722144369476307,0.09501493544753498,-0.044315760976124476,-0.5737434311285615,0.10472321947694772,-0.10443536690491997,-0.06097809124087292,0.12935703006395938,-0.5817126677401836,0.5348588796720434,0.11306713385539653
2014,APA,0.1698196717294771,-0.6907804625976346,-3.9368652967957654,-0.37754968802528044,-1.2199338305905776,-0.4583847710985963,-0.14856704673260349,-0.38290902339015803,-0.18883866386934442,0.011826647975029508,-0.43221715553238266,0.017748025189310786
2013,AMAT,0.1698196717294771,-0.3094822219792412,0.05195900619398333,-0.16777192749775702,-0.23663868344173733,-0.41090850771028686,-0.13786633831162792,-0.2504032808883278,-0.018743806146860307,0.11739806744534534,-0.660199989894316,0.028691004431942987
2014,AMAT,0.1698196717294771,0.21395343209739484,0.3948687284633411,0.06665363408553646,0.2812767925498379,-0.20045538224580087,-0.1322362270182388,-0.19169853743001747,-0.018472275017086672,0.01102686449419378,-0.11777669014212469,0.1597187822055654
2013,ADM,0.1698196717294771,-0.11218869668501168,-0.08797276388005952,0.45491622005568033,-0.019315570777140547,1.9751608486860606,0.00010985497530400995,1.1286541067172071,0.5601760785950877,-0.2138922449038333,3.393745112462351,0.28357602884388405
2014,ADM,0.1698196717294771,-1.7049960303415097,0.44100008123500356,0.16926232130008595,0.29397294538479624,-0.3150704839120783,-0.14174796783688376,-0.3304265626687079,-0.31513942937548084,-0.03955944066866588,-0.09957508360984584,-0.024548029449152485
2014,ADSK,0.1698196717294771,-0.08831036627004742,-0.032922682905875626,-0.08133089480833604,-0.12329268451171282,-0.2135561971549613,-0.1465947592981492,-0.15996489547203013,0.06398785007902662,-0.07284043076494252,-0.25549960872132105,0.09270383333711685
2013,ADP,0.1698196717294771,0.04567255016110852,-0.01452139885584584,0.04506780655299427,0.015795858787123192,-0.16334624552564175,-0.14510505283169964,-0.10887654113592705,0.0062137836954763645,0.5042833290061173,-0.23502280137250714,0.024968951623758232
2014,ADP,3.8671355109268646,-0.7619057977783328,-0.11498523378079968,-0.038256962302503535,-0.7811285207120008,-0.2691404345537756,-0.14581143946602546,-0.22154186564516073,0.14732075380655513,0.27233612227024634,-0.26342039258091854,0.009778368596156954
2012,AVY,0.1698196717294771,-0.11181117367449807,0.027150589814555943,-0.09278615036509268,-0.08787479608591549,-0.2900813038617802,-0.1425277907054712,-0.22352144420363912,-0.032844029814391204,-0.0067883125414220195,-0.328737937378321,0.03134395696543638
2013,AVY,0.1698196717294771,-0.028888244415260136,-0.04701837403055025,-0.050396275774023704,-0.042912903115218275,-0.2967361545548043,-0.13799572596246978,-0.23913491063237663,-0.036079129274837106,0.0108369159174953,-0.30547690123367993,0.033777329981232236
2014,AVY,0.1698196717294771,-0.04515948616838164,-0.01570031120445497,-0.047757766674220985,-0.08494154698266658,-0.31828778975718747,-0.1435279222768434,-0.24753893048076892,-0.02993864672581329,-0.007478125793642831,-0.35399652271442844,0.013871186819470365
2012,BLL,0.1698196717294771,-0.06129859486782337,-0.04414797874698016,-0.05507610055597823,-0.08559824454309546,-0.29133008171274005,-0.1391427300023652,-0.21539309510941151,-0.013289909454549853,-0.03307119718038606,-0.3568578769616637,0.019000708339454213
2013,BLL,0.1698196717294771,-0.13159337942539315,-0.021697387064771083,-0.0961630076903545,-0.07728007544432956,-0.2568728950469828,-0.13446379279084059,-0.19288785982655646,0.02261426393380379,0.0222138359323835,-0.3059242288518462,0.03643388217895018
2014,BLL,0.1698196717294771,-0.06184600323306753,0.009005591057702041,-0.08943100916410898,-0.05854230505342559,-0.2911711463498905,-0.11739161680678743,-0.24299167575492836,-0.05729734755857682,-0.07018115069116374,-0.27524372428175914,0.013892784804817666
