,IQ Name,IQID,IQ_TOTAL_REV,IQ_NI_CF,IQ_AR,IQ_GP ,IQ_TOTAL_ASSETS,IQ_AP,IQ_TOTAL_LIAB,IQ_TOTAL_DEBT,IQ_CASH_FINAN,IQ_TOTAL_EQUITY,IQ_CASH_EQUIV,year,quarter
5951,M&T Bank Corporation,IQ272285,1313.656,372.136,0.0,1313.656,138626.74300000002,115163.339,122525.73,5642.939,-826.827,16101.013,1489.2320000000002,2020,3
5952,M&T Bank Corporation,IQ272285,1465.53,471.14,0.0,1465.53,142601.105,119805.738,126413.822,5049.48,3442.878,16187.283,1552.743,2020,4
5953,First Republic Bank,IQ272383,268.445,77.165,0.0,268.445,22377.633,19235.749,20152.877,712.192,398.335,2224.756,1528.075,2010,4
5954,First Republic Bank,IQ272383,278.901,88.772,0.0,278.901,23575.923,20028.526,21257.035,1002.358,1104.749,2318.888,2269.9770000000003,2011,1
5955,First Republic Bank,IQ272383,270.998,84.83200000000001,0.0,270.998,23797.773,19939.848,21397.657000000003,1203.59,114.92,2400.116,790.7669999999999,2011,2
5956,First Republic Bank,IQ272383,284.802,87.79299999999999,0.0,284.802,26778.367,21770.04,24289.248,2209.914,2847.865,2489.119,2064.245,2011,3
5957,First Republic Bank,IQ272383,299.772,90.691,0.0,299.772,27791.801,22459.259,25196.779,2348.02,796.559,2595.022,630.78,2011,4
5958,First Republic Bank,IQ272383,301.601,91.758,0.0,301.601,29718.987,23254.961,26855.514,3188.825,1815.167,2863.473,1429.286,2012,1
5959,First Republic Bank,IQ272383,313.59,97.907,0.0,313.59,30987.001,24215.303,27930.388,3284.1090000000004,1146.577,3056.613,800.818,2012,2
5960,First Republic Bank,IQ272383,329.561,102.696,0.0,329.561,32576.17,25704.078,29413.768,3226.598,1418.431,3162.402,877.758,2012,3
5961,First Republic Bank,IQ272383,340.775,108.803,0.0,340.775,34389.236000000004,27088.247000000003,30989.133,3289.095,1575.044,3400.103,602.264,2012,4
5962,First Republic Bank,IQ272383,363.839,122.553,0.0,363.839,35082.904,26853.114,31564.998,4319.315,795.424,3517.906,552.837,2013,1
5963,First Republic Bank,IQ272383,352.689,112.47,0.0,352.689,37312.741,28228.641,33525.617999999995,4788.569,1998.209,3787.123,591.738,2013,2
5964,First Republic Bank,IQ272383,350.11400000000003,111.748,0.0,350.11400000000003,40950.82,31290.369,37072.023,5208.687,3473.845,3878.797,1934.727,2013,3
5965,First Republic Bank,IQ272383,363.038,115.299,0.0,363.038,42112.763,32082.716,37952.716,5203.971,976.015,4160.0470000000005,807.885,2013,4
5966,First Republic Bank,IQ272383,374.62,114.704,0.0,374.62,44345.897,33567.937999999995,39851.862,5701.326999999999,2196.9970000000003,4494.035,1762.2220000000002,2014,1
5967,First Republic Bank,IQ272383,388.251,120.832,0.0,388.251,46229.343,35034.479,41639.284,5994.406,1737.546,4590.059,1751.017,2014,2
5968,First Republic Bank,IQ272383,427.145,136.011,0.0,427.145,46680.92,35607.407,41995.245,5725.505999999999,274.753,4685.675,1372.7279999999998,2014,3
5969,First Republic Bank,IQ272383,402.61300000000006,115.459,0.0,402.61300000000006,48350.202000000005,37130.929,43571.735,5736.55,1490.37,4778.467000000001,817.15,2014,4
5970,First Republic Bank,IQ272383,411.051,115.912,0.0,411.051,51066.46,39939.19,45991.463,5390.465999999999,2638.311,5074.997,1644.534,2015,1
5971,First Republic Bank,IQ272383,438.295,131.345,0.0,438.295,53118.575,41887.566,47853.509000000005,5284.955,1889.116,5265.066,1367.879,2015,2
5972,First Republic Bank,IQ272383,454.126,134.842,0.0,454.126,55375.22,44342.944,49991.046,4912.055,2040.271,5384.174,1795.78,2015,3
5973,First Republic Bank,IQ272383,482.805,140.046,0.0,482.805,58981.285,47893.465,53275.602,4566.486,3392.816,5705.683000000001,1131.11,2015,4
5974,First Republic Bank,IQ272383,515.073,157.495,0.0,515.073,62102.51,50935.255,56117.785,4358.46,2937.051,5984.725,1946.147,2016,1
5975,First Republic Bank,IQ272383,520.875,164.997,0.0,520.875,64729.863,51161.243,58423.65,6464.655,2463.395,6306.213000000001,1564.057,2016,2
5976,First Republic Bank,IQ272383,539.875,171.81799999999998,0.0,539.875,67993.547,55061.697,61549.049000000006,5642.899,3034.3720000000003,6444.4980000000005,1386.967,2016,3
5977,First Republic Bank,IQ272383,588.9590000000001,179.118,0.0,588.9590000000001,73277.772,58602.381,66369.12,6830.525,5019.93,6908.651999999999,2107.722,2016,4
5978,First Republic Bank,IQ272383,592.056,176.774,0.0,592.056,76504.351,61207.248,69415.606,7216.139,2985.063,7088.745,2756.385,2017,1
5979,First Republic Bank,IQ272383,617.398,186.6,0.0,617.398,80978.231,63293.706,73718.148,9408.934,4248.5740000000005,7260.083,2295.125,2017,2
5980,First Republic Bank,IQ272383,660.173,200.009,0.0,660.173,84320.09599999999,65436.323,76892.15,10439.658,3119.603,7427.946,2681.599,2017,3
5981,First Republic Bank,IQ272383,682.1160000000001,194.277,0.0,682.1160000000001,87780.507,68918.708,79962.20599999999,10087.689,3308.015,7818.300999999999,2297.021,2017,4
5982,First Republic Bank,IQ272383,707.86,199.083,0.0,707.86,90223.508,71255.072,82386.97,10196.649,2243.404,7836.538,3839.931,2018,1
5983,First Republic Bank,IQ272383,724.7439999999999,209.781,0.0,724.7439999999999,93851.46,72771.95,85575.487,11936.077,3479.2090000000003,8275.973,3993.226,2018,2
5984,First Republic Bank,IQ272383,750.196,213.546,0.0,750.196,96094.222,74759.25200000001,87427.535,11407.68,1593.66,8666.687,3013.645,2018,3
5985,First Republic Bank,IQ272383,785.6610000000001,231.418,0.0,785.6610000000001,99205.204,79063.23599999999,90527.427,10501.382,3148.68,8677.777,2811.159,2018,4
5986,First Republic Bank,IQ272383,793.1560000000001,226.591,0.0,793.1560000000001,101847.228,81612.117,92801.244,10392.36,1859.869,9045.984,3693.396,2019,1
5987,First Republic Bank,IQ272383,798.176,222.564,0.0,798.176,105699.636,83431.083,96479.993,11879.698,3131.9570000000003,9219.643,2220.073,2019,2
5988,First Republic Bank,IQ272383,820.4810000000001,234.844,0.0,820.4810000000001,111028.735,85720.519,101597.529,13767.433,4105.782999999999,9431.206,2181.6,2019,3
5989,First Republic Bank,IQ272383,867.8839999999999,246.33,0.0,867.8839999999999,116263.634,90133.246,106412.527,15114.196000000002,5887.03,9851.107,1699.557,2019,4
5990,First Republic Bank,IQ272383,853.806,218.686,0.0,853.806,123914.929,93692.339,113555.164,18969.036,7546.147,10359.765,3949.378,2020,1
5991,First Republic Bank,IQ272383,887.8639999999999,256.768,0.0,887.8639999999999,128303.887,98533.961,117727.959,18141.561,3920.079,10575.928,3099.17,2020,2
5992,First Republic Bank,IQ272383,972.725,293.137,0.0,972.725,133225.771,104403.376,121881.162,16282.586,4419.476,11344.609,3691.149,2020,3
5993,First Republic Bank,IQ272383,1045.299,295.56,0.0,1045.299,142502.134,114928.8,130751.488,14597.87,8833.05,11750.646,5094.754,2020,4
5994,Phillips 66,IQ27306532,37654.0,287.0,10213.0,5316.0,44955.0,10751.0,18929.0,417.0,-2200.0,26026.0,0.0,2010,4
5995,Phillips 66,IQ27306532,41397.0,676.0,0.0,5432.0,0.0,0.0,0.0,417.0,1633.0,26026.0,0.0,2011,1
5996,Phillips 66,IQ27306532,49049.0,1039.0,0.0,6003.0,0.0,0.0,0.0,0.0,-3314.0,0.0,0.0,2011,2
5997,Phillips 66,IQ27306532,47032.0,1049.0,10889.0,6723.0,47923.0,12448.0,21551.0,397.0,-751.0,26372.0,0.0,2011,3
5998,Phillips 66,IQ27306532,44667.0,2011.0,10025.0,5105.0,43211.0,10792.0,19918.0,391.0,-5066.0,23293.0,0.0,2011,4
5999,Phillips 66,IQ27306532,42463.0,636.0,11320.0,5456.0,52998.0,12814.0,28055.0,6178.0,573.0,24943.0,0.0,2012,1
6000,Phillips 66,IQ27306532,43435.0,1181.0,9213.0,6426.0,48575.0,11474.0,29596.0,7986.0,1703.0,18979.0,3104.0,2012,2
6001,Phillips 66,IQ27306532,39637.0,1599.0,10793.0,6760.0,52230.0,13452.0,31624.0,7978.0,-196.0,20606.0,4430.0,2012,3
6002,Phillips 66,IQ27306532,0.0,0.0,10403.0,0.0,48073.0,10710.0,27267.0,6974.0,0.0,20806.0,3474.0,2012,4
6003,Phillips 66,IQ27306532,37973.0,1407.0,9910.0,5988.0,51151.0,13138.0,29773.0,6971.0,-585.0,21378.0,4753.0,2013,1
6004,Phillips 66,IQ27306532,39787.0,958.0,9793.0,5958.0,49929.0,12328.0,28239.0,6469.0,-1241.0,21690.0,4220.0,2013,2
6005,Phillips 66,IQ27306532,40595.0,535.0,9744.0,5446.0,50983.0,12744.0,28989.0,6156.0,-971.0,21994.0,5942.0,2013,3
6006,Phillips 66,IQ27306532,39437.0,826.0,9632.0,6021.0,49798.0,11090.0,27406.0,6155.0,-882.0,22392.0,5400.0,2013,4
6007,Phillips 66,IQ27306532,36761.0,1572.0,9120.0,5902.0,50847.0,12623.0,29018.0,6217.0,-1355.0,21829.0,5326.0,2014,1
6008,Phillips 66,IQ27306532,41806.0,863.0,10110.0,6233.0,50822.0,12849.0,28867.0,6212.0,-878.0,21955.0,4956.0,2014,2
6009,Phillips 66,IQ27306532,36636.0,1180.0,8766.0,6815.0,49650.0,11470.0,27456.0,6213.0,-778.0,22194.0,3108.0,2014,3
6010,Phillips 66,IQ27306532,31311.0,1147.0,7255.0,6514.0,48692.0,8064.0,26655.0,8635.0,1649.0,22037.0,5207.0,2014,4
6011,Phillips 66,IQ27306532,19416.0,987.0,5737.0,6083.0,49077.0,7693.0,26482.0,8949.0,-58.0,22595.0,5390.0,2015,1
6012,Phillips 66,IQ27306532,25049.0,1012.0,6567.0,6259.0,49874.0,8484.0,26651.0,8965.0,-643.0,23223.0,5089.0,2015,2
6013,Phillips 66,IQ27306532,22279.0,1578.0,5198.0,7212.0,49415.0,6862.0,25383.0,8951.0,-699.0,24032.0,4822.0,2015,3
6014,Phillips 66,IQ27306532,18451.0,650.0,5173.0,6022.0,48580.0,5655.0,24642.0,8887.0,-717.0,23938.0,3074.0,2015,4
6015,Phillips 66,IQ27306532,14058.0,385.0,4737.0,5488.0,48246.0,5767.0,24603.0,8835.0,-783.0,23643.0,1723.0,2016,1
6016,Phillips 66,IQ27306532,18351.0,496.0,5597.0,5661.0,50361.0,7084.0,26295.0,8862.0,132.0,24066.0,2232.0,2016,2
6017,Phillips 66,IQ27306532,18283.0,511.0,5001.0,5679.0,50254.0,6562.0,25943.0,8858.0,-230.0,24311.0,2337.0,2016,3
6018,Phillips 66,IQ27306532,20233.0,163.0,6397.0,5010.0,51653.0,7061.0,27928.0,10138.0,703.0,23725.0,2711.0,2016,4
6019,Phillips 66,IQ27306532,19858.0,535.0,5690.0,5215.0,51405.0,6372.0,27680.0,10210.0,-686.0,23725.0,1513.0,2017,1
6020,Phillips 66,IQ27306532,20835.0,550.0,5594.0,5734.0,51828.0,6555.0,28022.0,9965.0,-904.0,23806.0,2161.0,2017,2
6021,Phillips 66,IQ27306532,22251.0,823.0,6355.0,6164.0,52712.0,7271.0,28753.0,10201.0,-612.0,23959.0,1547.0,2017,3
6022,Phillips 66,IQ27306532,26356.0,3198.0,7506.0,5832.0,54371.0,8027.0,26943.0,10110.0,91.0,27428.0,3119.0,2017,4
6023,Phillips 66,IQ27306532,23595.0,524.0,6124.0,2457.0,52132.0,7410.0,27832.0,11621.0,-2409.0,24300.0,842.0,2018,1
6024,Phillips 66,IQ27306532,28980.0,1339.0,7173.0,3233.0,54826.0,9336.0,29866.0,11364.0,-841.0,24960.0,1884.0,2018,2
6025,Phillips 66,IQ27306532,29788.0,1492.0,7971.0,3403.0,55884.0,9355.0,30089.0,11337.0,-819.0,25795.0,924.0,2018,3
6026,Phillips 66,IQ27306532,29098.0,2240.0,6173.0,4438.0,54302.0,6586.0,27149.0,11160.0,-1098.0,27153.0,3019.0,2018,4
6027,Phillips 66,IQ27306532,23103.0,204.0,7303.0,2048.0,57855.0,9013.0,31110.0,12631.0,-284.0,26745.0,1253.0,2019,1
6028,Phillips 66,IQ27306532,27895.0,1424.0,6727.0,3341.0,57781.0,8000.0,30475.0,12723.0,-787.0,27306.0,1819.0,2019,2
6029,Phillips 66,IQ27306532,27234.0,712.0,7086.0,3428.0,58741.0,8373.0,31649.0,13213.0,-331.0,27092.0,2268.0,2019,3
6030,Phillips 66,IQ27306532,29104.0,736.0,8510.0,2990.0,58720.0,8575.0,31551.0,13024.0,-1109.0,27169.0,1614.0,2019,4
6031,Phillips 66,IQ27306532,20878.0,-2496.0,4559.0,2438.0,53460.0,5322.0,29821.0,12963.0,276.0,23639.0,1221.0,2020,1
6032,Phillips 66,IQ27306532,10932.0,-141.0,4852.0,1324.0,54518.0,5368.0,31223.0,14446.0,1047.0,23295.0,1890.0,2020,2
6033,Phillips 66,IQ27306532,15949.0,-799.0,5963.0,1440.0,54281.0,5457.0,31976.0,14526.0,-404.0,22305.0,1462.0,2020,3
6034,Phillips 66,IQ27306532,16412.0,-539.0,6522.0,1262.0,54721.0,5549.0,33198.0,17115.0,872.0,21523.0,2514.0,2020,4
6035,Freeport-McMoRan Inc.,IQ273607,5709.0,1499.0,1588.0,3332.0,31008.0,2307.0,14917.0,4752.0,-1502.0,16091.0,4090.0,2011,1
6036,Freeport-McMoRan Inc.,IQ273607,5814.0,1368.0,1533.0,3257.0,30579.0,2324.0,13477.0,3542.0,-884.0,17102.0,4378.0,2011,2
6037,Freeport-McMoRan Inc.,IQ273607,5195.0,1053.0,1139.0,2625.0,31708.0,2497.0,13657.0,3535.0,-373.0,18051.0,5128.0,2011,3
6038,Freeport-McMoRan Inc.,IQ273607,4162.0,640.0,820.0,1768.0,32070.0,1353.0,13517.0,3537.0,-242.0,18553.0,4822.0,2011,4
6039,Freeport-McMoRan Inc.,IQ273607,4605.0,764.0,1165.0,2177.0,32905.0,2137.0,13606.0,3521.0,-413.0,19299.0,4496.0,2012,1
6040,Freeport-McMoRan Inc.,IQ273607,4475.0,710.0,1052.0,1853.0,33689.0,2352.0,13799.0,3523.0,-333.0,19890.0,4508.0,2012,2
6041,Freeport-McMoRan Inc.,IQ273607,4417.0,824.0,1293.0,1825.0,34517.0,2528.0,13774.0,3523.0,-321.0,20743.0,3727.0,2012,3
6042,Freeport-McMoRan Inc.,IQ273607,4513.0,743.0,927.0,1773.0,35440.0,1568.0,14129.0,3527.0,-361.0,21311.0,3705.0,2012,4
6043,Freeport-McMoRan Inc.,IQ273607,4583.0,648.0,1082.0,1864.0,42588.0,2884.0,20739.0,10092.0,6171.0,21849.0,9595.0,2013,1
6044,Freeport-McMoRan Inc.,IQ273607,4288.0,482.0,1244.0,1435.0,63157.0,3700.0,38508.0,21215.0,-791.0,24649.0,3294.0,2013,2
6045,Freeport-McMoRan Inc.,IQ273607,6165.0,821.0,1703.0,2833.0,62598.0,3582.0,37324.0,21123.0,-1521.0,25274.0,2219.0,2013,3
6046,Freeport-McMoRan Inc.,IQ273607,5885.0,707.0,1728.0,2949.0,63473.0,2144.0,37526.0,20706.0,-810.0,25947.0,1985.0,2013,4
6047,Freeport-McMoRan Inc.,IQ273607,4985.0,510.0,1511.0,2248.0,63843.0,3241.0,37617.0,20850.0,-239.0,26226.0,1342.0,2014,1
6048,Freeport-McMoRan Inc.,IQ273607,5522.0,482.0,1838.0,2440.0,64009.0,3718.0,37597.0,20296.0,-1034.0,26412.0,1458.0,2014,2
6049,Freeport-McMoRan Inc.,IQ273607,5696.0,552.0,1514.0,2544.0,63976.0,3615.0,37261.0,19737.0,-923.0,26715.0,658.0,2014,3
6050,Freeport-McMoRan Inc.,IQ273607,5235.0,-2852.0,953.0,2308.0,58674.0,2439.0,35449.0,18849.0,-1155.0,23225.0,464.0,2014,4
6051,Freeport-McMoRan Inc.,IQ273607,3771.0,-2474.0,995.0,1100.0,56065.0,3082.0,35279.0,20312.0,1108.0,20786.0,549.0,2015,1
6052,Freeport-McMoRan Inc.,IQ273607,0.0,0.0,949.0,0.0,54008.0,3376.0,35196.0,20902.0,0.0,18812.0,466.0,2015,2
6053,Freeport-McMoRan Inc.,IQ273607,3382.0,-3830.0,626.0,879.0,50383.0,3421.0,34417.0,20698.0,599.0,15966.0,338.0,2015,3
6054,Freeport-McMoRan Inc.,IQ273607,3516.0,-4081.0,645.0,760.0,46577.0,2251.0,33769.0,20324.0,579.0,12808.0,177.0,2015,4
6055,Freeport-McMoRan Inc.,IQ273607,3242.0,-4184.0,837.0,743.0,42664.0,2971.0,33927.0,20777.0,347.0,8737.0,331.0,2016,1
6056,Freeport-McMoRan Inc.,IQ273607,3334.0,-479.0,694.0,378.0,41296.0,2562.0,32206.0,19319.0,-1220.0,9090.0,352.0,2016,2
6057,Freeport-McMoRan Inc.,IQ273607,3877.0,217.0,788.0,1365.0,41400.0,2325.0,31560.0,18982.0,125.0,9840.0,1108.0,2016,3
6058,Freeport-McMoRan Inc.,IQ273607,4377.0,292.0,1126.0,1653.0,37317.0,1540.0,28060.0,16027.0,-2418.0,9257.0,4245.0,2016,4
6059,Freeport-McMoRan Inc.,IQ273607,3341.0,228.0,734.0,1174.0,36576.0,1767.0,26989.0,15363.0,-679.0,9587.0,4001.0,2017,1
6060,Freeport-McMoRan Inc.,IQ273607,3711.0,268.0,802.0,1313.0,37043.0,1866.0,27050.0,15354.0,-25.0,9993.0,4667.0,2017,2
6061,Freeport-McMoRan Inc.,IQ273607,4310.0,280.0,1024.0,1741.0,37327.0,2098.0,27097.0,14782.0,-583.0,10230.0,4957.0,2017,3
6062,Freeport-McMoRan Inc.,IQ273607,5041.0,1041.0,1322.0,2236.0,37302.0,1546.0,26006.0,13229.0,-1768.0,11296.0,4526.0,2017,4
6063,Freeport-McMoRan Inc.,IQ273607,4868.0,692.0,1222.0,2060.0,36637.0,2198.0,24711.0,11606.0,-1588.0,11926.0,3702.0,2018,1
6064,Freeport-McMoRan Inc.,IQ273607,5168.0,869.0,1077.0,2253.0,37028.0,2403.0,24186.0,11127.0,-689.0,12842.0,3859.0,2018,2
6065,Freeport-McMoRan Inc.,IQ273607,4908.0,556.0,1064.0,1908.0,37749.0,2396.0,24295.0,11127.0,-63.0,13454.0,4556.0,2018,3
6066,Freeport-McMoRan Inc.,IQ273607,3684.0,485.0,829.0,792.0,42216.0,1661.0,24324.0,11141.0,3240.0,17892.0,4217.0,2018,4
6067,Freeport-McMoRan Inc.,IQ273607,3792.0,31.0,781.0,811.0,41059.0,2553.0,23218.0,10161.0,-1331.0,17841.0,2833.0,2019,1
6068,Freeport-McMoRan Inc.,IQ273607,3546.0,-72.0,725.0,539.0,41086.0,2645.0,23269.0,10179.0,-39.0,17817.0,2623.0,2019,2
6069,Freeport-McMoRan Inc.,IQ273607,3153.0,-207.0,731.0,442.0,40943.0,2686.0,23401.0,10175.0,-60.0,17542.0,2247.0,2019,3
6070,Freeport-McMoRan Inc.,IQ273607,3911.0,9.0,741.0,903.0,40809.0,1654.0,23361.0,10074.0,-126.0,17448.0,2020.0,2019,4
6071,Freeport-McMoRan Inc.,IQ273607,2798.0,-491.0,515.0,51.0,40219.0,2374.0,23256.0,10074.0,173.0,16963.0,1602.0,2020,1
6072,Freeport-McMoRan Inc.,IQ273607,3054.0,53.0,717.0,951.0,40230.0,2443.0,23075.0,9914.0,-149.0,17155.0,1465.0,2020,2
6073,Freeport-McMoRan Inc.,IQ273607,3851.0,329.0,893.0,1407.0,41099.0,2521.0,23537.0,10030.0,96.0,17562.0,2403.0,2020,3
6074,Freeport-McMoRan Inc.,IQ273607,4495.0,708.0,892.0,1864.0,42144.0,1473.0,23476.0,9939.0,-248.0,18668.0,3657.0,2020,4
6075,Hewlett Packard Enterprise Company,IQ273983758,13673.0,433.0,0.0,3713.0,0.0,0.0,0.0,1675.0,-778.5,38375.0,0.0,2014,1
6076,Hewlett Packard Enterprise Company,IQ273983758,13673.0,433.0,0.0,3713.0,0.0,0.0,0.0,0.0,-778.5,0.0,0.0,2014,2
6077,Hewlett Packard Enterprise Company,IQ273983758,13704.0,266.0,0.0,3905.0,0.0,0.0,0.0,0.0,-1358.0,0.0,0.0,2014,3
6078,Hewlett Packard Enterprise Company,IQ273983758,14073.0,516.0,8423.0,4306.0,65071.0,4889.0,27899.0,1379.0,-885.0,37172.0,1367.0,2014,4
6079,Hewlett Packard Enterprise Company,IQ273983758,13053.0,547.0,0.0,3620.0,0.0,0.0,0.0,1379.0,335.0,37172.0,0.0,2015,1
6080,Hewlett Packard Enterprise Company,IQ273983758,12549.0,305.0,7935.0,3584.0,65300.0,4494.0,27063.0,1448.0,-308.0,38237.0,1419.0,2015,2
6081,Hewlett Packard Enterprise Company,IQ273983758,13057.0,224.0,7957.0,3750.0,68308.0,4884.0,27582.0,1245.0,1443.0,40726.0,2159.0,2015,3
6082,Hewlett Packard Enterprise Company,IQ273983758,13448.0,1385.0,8538.0,3985.0,79916.0,5828.0,45998.0,15794.0,7805.0,33918.0,9253.0,2015,4
6083,Hewlett Packard Enterprise Company,IQ273983758,8532.0,267.0,7898.0,3131.0,77352.0,4908.0,45718.0,16139.0,-570.0,31634.0,7643.0,2016,1
6084,Hewlett Packard Enterprise Company,IQ273983758,8509.0,320.0,7707.0,3042.0,78064.0,5289.0,46040.0,16212.0,-136.0,32024.0,8264.0,2016,2
6085,Hewlett Packard Enterprise Company,IQ273983758,8005.0,2272.0,6951.0,2916.0,78821.0,5030.0,45995.0,16265.0,-1492.0,32826.0,10014.0,2016,3
6086,Hewlett Packard Enterprise Company,IQ273983758,0.0,0.0,3151.0,0.0,79629.0,4945.0,48111.0,15693.0,0.0,31518.0,12380.0,2016,4
6087,Hewlett Packard Enterprise Company,IQ273983758,6902.0,267.0,6482.0,2213.0,76662.0,5535.0,45088.0,15949.0,-782.0,31574.0,9042.0,2017,1
6088,Hewlett Packard Enterprise Company,IQ273983758,6808.0,-612.0,3810.0,2009.0,67470.0,5194.0,38423.0,14036.0,157.0,29047.0,7252.0,2017,2
6089,Hewlett Packard Enterprise Company,IQ273983758,7501.0,165.0,3845.0,2195.0,70931.0,5717.0,41881.0,16596.0,-685.0,29050.0,6812.0,2017,3
6090,Hewlett Packard Enterprise Company,IQ273983758,0.0,0.0,3073.0,0.0,61406.0,6072.0,37901.0,14032.0,0.0,23505.0,8706.0,2017,4
6091,Hewlett Packard Enterprise Company,IQ273983758,7674.0,1436.0,3098.0,2169.0,61619.0,5948.0,37630.0,14235.0,-929.0,23989.0,6728.0,2018,1
6092,Hewlett Packard Enterprise Company,IQ273983758,7468.0,778.0,3099.0,2258.0,59876.0,6242.0,35910.0,14177.0,-784.0,23966.0,6122.0,2018,2
6093,Hewlett Packard Enterprise Company,IQ273983758,7764.0,451.0,2906.0,2365.0,57513.0,6143.0,34051.0,12625.0,-2628.0,23462.0,4268.0,2018,3
6094,Hewlett Packard Enterprise Company,IQ273983758,7946.0,-757.0,3263.0,2439.0,55493.0,6092.0,34219.0,12141.0,-1251.0,21274.0,4067.0,2018,4
6095,Hewlett Packard Enterprise Company,IQ273983758,7553.0,177.0,3183.0,2346.0,51758.0,5789.0,33423.0,12548.0,-945.0,18335.0,3134.0,2019,1
6096,Hewlett Packard Enterprise Company,IQ273983758,7150.0,419.0,3143.0,2305.0,51140.0,5483.0,32899.0,12581.0,-655.0,18241.0,2875.0,2019,2
6097,Hewlett Packard Enterprise Company,IQ273983758,7217.0,-27.0,2965.0,2449.0,50760.0,5203.0,33180.0,12692.0,-639.0,17580.0,3119.0,2019,3
6098,Hewlett Packard Enterprise Company,IQ273983758,7215.0,480.0,2957.0,2393.0,51803.0,5595.0,34654.0,13831.0,691.0,17149.0,3042.0,2019,4
6099,Hewlett Packard Enterprise Company,IQ273983758,6949.0,333.0,2864.0,2302.0,52244.0,5332.0,35001.0,15021.0,-385.0,17243.0,2465.0,2020,1
6100,Hewlett Packard Enterprise Company,IQ273983758,6009.0,-821.0,2610.0,1921.0,54515.0,5482.0,38257.0,17834.0,2382.0,16258.0,4455.0,2020,2
6101,Hewlett Packard Enterprise Company,IQ273983758,6816.0,9.0,2856.0,2067.0,58239.0,6001.0,42033.0,20550.0,2525.0,16206.0,7788.0,2020,3
6102,Hewlett Packard Enterprise Company,IQ273983758,7208.0,157.0,3386.0,2233.0,54015.0,5383.0,37919.0,17029.0,-3639.0,16096.0,3504.0,2020,4
6103,Hewlett Packard Enterprise Company,IQ273983758,6833.0,223.0,2933.0,2288.0,53451.0,5196.0,37192.0,15690.0,-459.0,16259.0,4165.0,2021,1
6104,"The Gap, Inc.",IQ274265,3654.0,303.0,0.0,1505.0,7728.0,1438.0,3384.0,0.0,-305.0,4344.0,1403.0,2011,3
6105,"The Gap, Inc.",IQ274265,4364.0,365.0,205.0,1669.0,7065.0,1049.0,2985.0,3.0,-657.0,4080.0,1561.0,2011,4
6106,"The Gap, Inc.",IQ274265,3295.0,233.0,0.0,1304.0,8027.0,1053.0,4256.0,1246.0,689.0,3771.0,2417.0,2012,1
6107,"The Gap, Inc.",IQ274265,3386.0,189.0,0.0,1251.0,7806.0,1161.0,4682.0,1646.0,-489.0,3124.0,2104.0,2012,2
6108,"The Gap, Inc.",IQ274265,3585.0,193.0,0.0,1314.0,7657.0,1472.0,4998.0,1658.0,-684.0,2659.0,1392.0,2012,3
6109,"The Gap, Inc.",IQ274265,4283.0,218.0,297.0,1405.0,7422.0,1066.0,4667.0,1665.0,-118.0,2755.0,1885.0,2012,4
6110,"The Gap, Inc.",IQ274265,3487.0,233.0,0.0,1375.0,7572.0,1016.0,4555.0,1625.0,-42.0,3017.0,1972.0,2013,1
6111,"The Gap, Inc.",IQ274265,3575.0,243.0,0.0,1427.0,7661.0,1201.0,4763.0,1614.0,-391.0,2898.0,2039.0,2013,2
6112,"The Gap, Inc.",IQ274265,3864.0,308.0,0.0,1593.0,8007.0,1584.0,4846.0,1248.0,-442.0,3161.0,1720.0,2013,3
6113,"The Gap, Inc.",IQ274265,4725.0,351.0,331.0,1776.0,7470.0,1144.0,4576.0,1246.0,-606.0,2894.0,1460.0,2013,4
6114,"The Gap, Inc.",IQ274265,3729.0,333.0,0.0,1544.0,7439.0,1008.0,4278.0,1247.0,-86.0,3161.0,1610.0,2014,1
6115,"The Gap, Inc.",IQ274265,3868.0,303.0,0.0,1567.0,7920.0,1227.0,4462.0,1247.0,-19.0,3458.0,1925.0,2014,2
6116,"The Gap, Inc.",IQ274265,3976.0,337.0,0.0,1589.0,7786.0,1513.0,4830.0,1247.0,-858.0,2956.0,996.0,2014,3
6117,"The Gap, Inc.",IQ274265,4575.0,307.0,462.0,1593.0,7849.0,1242.0,4787.0,1394.0,-41.0,3062.0,1510.0,2014,4
6118,"The Gap, Inc.",IQ274265,3774.0,260.0,0.0,1466.0,7695.0,1101.0,4659.0,1393.0,-318.0,3036.0,1544.0,2015,1
6119,"The Gap, Inc.",IQ274265,3981.0,332.0,0.0,1569.0,7678.0,1227.0,4732.0,1393.0,-463.0,2946.0,1518.0,2015,2
6120,"The Gap, Inc.",IQ274265,3972.0,351.0,0.0,1596.0,7819.0,1477.0,4964.0,1380.0,-495.0,2855.0,954.0,2015,3
6121,"The Gap, Inc.",IQ274265,4708.0,319.0,275.0,1658.0,7690.0,1173.0,4707.0,1353.0,-231.0,2983.0,1515.0,2015,4
6122,"The Gap, Inc.",IQ274265,3657.0,239.0,0.0,1382.0,7495.0,1156.0,4616.0,1352.0,-343.0,2879.0,1234.0,2016,1
6123,"The Gap, Inc.",IQ274265,3898.0,219.0,0.0,1458.0,7287.0,1206.0,4616.0,1348.0,-463.0,2671.0,1043.0,2016,2
6124,"The Gap, Inc.",IQ274265,3857.0,248.0,0.0,1440.0,7806.0,1327.0,5197.0,1752.0,114.0,2609.0,1042.0,2016,3
